flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
181B BOON LAY DR,Jurong Central Park,1.18,1,Boon Lay Shopping Centre,0.52,4,Westwood Primary School,0.9,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.63,3,Boon Lay,0.29,1,Boon Lay,0.29,6,5
542 PASIR RIS ST 51,Pasir Ris Town Park,0.28,3,White Sands,0.4,4,Pasir Ris Primary School,1.32,2,Pasir Ris Central Hawker Centre,0.46,1,Downtown,0.94,3,Pasir Ris East,0.9,4,1
180D RIVERVALE CRES,Sengkang Sculpture Park,1.64,1,Punggol Plaza,0.62,5,Horizon Primary School,1.18,5,Buangkok Hawker Centre,2.15,0,Rumbia,0.54,13,Rumbia,0.54,14,1
430C FERNVALE LINK,Sengkang Riverside Park,1.09,1,The Seletar Mall,0.41,5,Fern Green Primary School,0.37,3,Fernvale Hawker Centre & Market,0.36,2,Layar,0.34,9,Layar,0.34,9,0
450C SENGKANG WEST WAY,Sengkang Riverside Park,1.63,1,The Seletar Mall,0.4,3,Sengkang Green Primary School,0.23,3,Fernvale Hawker Centre & Market,0.48,2,Thanggam,0.46,6,Thanggam,0.46,6,0
433B SENGKANG WEST WAY,Sengkang Riverside Park,1.2,1,The Seletar Mall,0.3,5,Sengkang Green Primary School,0.28,3,Fernvale Hawker Centre & Market,0.26,2,Layar,0.35,9,Layar,0.35,9,0
906 TAMPINES AVE 4,Sun Plaza Park,1.04,2,Our Tampines Hub,0.35,6,Tampines Primary School,0.45,4,Hawker Centre @ Our Tampines Hub,0.4,2,Tampines West,0.56,4,Tampines West,0.56,4,0
987B BUANGKOK GREEN,Japanese Cemetery Park,1.56,1,Buangkok Square,0.66,6,Xinmin Primary School,1.03,3,Ci Yuan Hawker Centre,0.68,3,Hougang,0.43,6,Hougang,0.43,8,2
137 PASIR RIS ST 11,Pasir Ris Town Park,0.88,3,White Sands,1.16,4,Pasir Ris Primary School,1.01,3,Pasir Ris Central Hawker Centre,1.11,1,Downtown,1.32,3,Pasir Ris East,0.44,4,1
211D PUNGGOL WALK,Sengkang Sculpture Park,0.72,3,Waterway Point,0.69,7,Punggol Green Primary School,0.1,7,One Punggol Hawker Centre,1.02,3,Soo Teck,0.53,19,Soo Teck,0.53,20,1
211A PUNGGOL WALK,Sengkang Sculpture Park,0.84,3,Waterway Point,0.57,7,Punggol Green Primary School,0.13,7,One Punggol Hawker Centre,0.89,3,Soo Teck,0.49,17,Soo Teck,0.49,19,2
210B PUNGGOL PL,Sengkang Sculpture Park,0.69,3,Waterway Point,0.72,7,Punggol Green Primary School,0.22,7,One Punggol Hawker Centre,1.03,3,Soo Teck,0.65,19,Soo Teck,0.65,20,1
180B RIVERVALE CRES,Sengkang Sculpture Park,1.51,2,Rivervale Mall,0.61,6,Horizon Primary School,1.15,5,Buangkok Hawker Centre,2.07,0,Rumbia,0.42,13,Rumbia,0.42,14,1
432B SENGKANG WEST WAY,Sengkang Riverside Park,1.23,1,The Seletar Mall,0.29,3,Sengkang Green Primary School,0.25,3,Fernvale Hawker Centre & Market,0.26,2,Layar,0.38,9,Layar,0.38,9,0
178A RIVERVALE CRES,Sengkang Sculpture Park,1.58,2,Rivervale Mall,0.68,6,Horizon Primary School,1.24,5,Buangkok Hawker Centre,2.05,0,Bakau,0.48,13,Bakau,0.48,14,1
886D WOODLANDS DR 50,Admiralty Park,1.78,1,Woodlands North Plaza,0.68,7,Admiralty Primary School,0.8,2,Kampung Admiralty Hawker Centre,0.71,2,Woodlands South ,0.81,5,Woodlands South,0.81,4,0
887A WOODLANDS DR 50,Admiralty Park,1.87,1,Vista Point,0.7,7,Admiralty Primary School,0.91,2,Kampung Admiralty Hawker Centre,0.82,3,Woodlands South ,0.71,5,Woodlands South,0.71,4,0
720 ANG MO KIO AVE 6,Ang Mo Kio Town Garden East,0.41,3,Jubilee Square,0.09,3,Ai Tong School,1.99,1,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.07,9,Ang Mo Kio,0.24,4,Ang Mo Kio,0.24,6,2
258 BISHAN ST 22,Bishan-Ang Mo Kio Park,0.93,3,Thomson V,1.08,6,Ai Tong School,1.08,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.78,9,Bishan,0.93,4,Bright Hill,0.84,5,1
987C BUANGKOK GREEN,Japanese Cemetery Park,1.55,1,Buangkok Square,0.7,6,Xinmin Primary School,1.06,2,Ci Yuan Hawker Centre,0.72,3,Hougang,0.44,6,Hougang,0.44,8,2
988A BUANGKOK GREEN,Japanese Cemetery Park,1.56,1,Buangkok Square,0.72,6,Xinmin Primary School,1.1,3,Ci Yuan Hawker Centre,0.78,3,Hougang,0.48,7,Hougang,0.48,9,2
988C BUANGKOK GREEN,Japanese Cemetery Park,1.66,1,Buangkok Square,0.66,5,Xinmin Primary School,1.18,3,Ci Yuan Hawker Centre,0.83,3,Hougang,0.56,7,Hougang,0.56,9,2
58 JLN MA'MOR,Toa Payoh Town Park,1.06,1,HDB Hub,0.91,5,Pei Chun Public School,0.95,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.64,11,Riviera,0.7,12,Riviera,0.7,13,1
211C PUNGGOL WALK,Sengkang Sculpture Park,0.72,3,Waterway Point,0.68,7,Punggol Green Primary School,0.14,7,One Punggol Hawker Centre,1.0,3,Soo Teck,0.57,19,Soo Teck,0.57,20,1
210C PUNGGOL PL,Sengkang Sculpture Park,0.63,3,Waterway Point,0.78,7,Punggol Green Primary School,0.26,7,One Punggol Hawker Centre,1.09,3,Cove,0.67,19,Cove,0.67,20,1
213B PUNGGOL WALK,Sengkang Sculpture Park,0.67,3,Waterway Point,0.75,7,Punggol Green Primary School,0.12,7,One Punggol Hawker Centre,1.08,3,Soo Teck,0.53,19,Soo Teck,0.53,20,1
448B SENGKANG WEST WAY,Sengkang Riverside Park,1.65,1,The Seletar Mall,0.38,3,Sengkang Green Primary School,0.22,3,Fernvale Hawker Centre & Market,0.46,2,Thanggam,0.5,6,Thanggam,0.5,6,0
180C RIVERVALE CRES,Sengkang Sculpture Park,1.55,2,Punggol Plaza,0.65,5,Horizon Primary School,1.19,5,Buangkok Hawker Centre,2.07,0,Rumbia,0.46,13,Rumbia,0.46,14,1
887B WOODLANDS DR 50,Admiralty Park,1.86,1,Vista Point,0.71,7,Admiralty Primary School,0.87,2,Kampung Admiralty Hawker Centre,0.77,2,Woodlands South ,0.76,5,Woodlands South,0.76,4,0
886C WOODLANDS DR 50,Admiralty Park,1.81,1,Woodlands North Plaza,0.67,7,Admiralty Primary School,0.85,2,Kampung Admiralty Hawker Centre,0.77,2,Woodlands South ,0.76,5,Woodlands South,0.76,4,0
9B BOON TIONG RD,Tiong Bahru Park,0.48,4,Tiong Bahru Plaza,0.16,14,River Valley Primary School,1.13,2,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),0.15,17,Havelock,0.47,8,Havelock,0.47,8,0
988B BUANGKOK GREEN,Japanese Cemetery Park,1.61,1,Buangkok Square,0.68,6,Xinmin Primary School,1.13,3,Ci Yuan Hawker Centre,0.79,3,Hougang,0.52,7,Hougang,0.52,9,2
210A PUNGGOL PL,Sengkang Sculpture Park,0.7,3,Waterway Point,0.73,7,Punggol Green Primary School,0.26,7,One Punggol Hawker Centre,1.02,3,Cove,0.63,18,Cove,0.63,19,1
212A PUNGGOL WALK,Sengkang Sculpture Park,0.61,3,Waterway Point,0.79,7,Punggol Green Primary School,0.2,7,One Punggol Hawker Centre,1.12,3,Soo Teck,0.62,20,Soo Teck,0.62,21,1
209A PUNGGOL PL,Sengkang Sculpture Park,0.69,3,Waterway Point,0.75,7,Punggol Green Primary School,0.31,8,One Punggol Hawker Centre,1.04,3,Cove,0.58,18,Cove,0.58,19,1
213A PUNGGOL WALK,Sengkang Sculpture Park,0.62,3,Waterway Point,0.81,7,Punggol Green Primary School,0.18,7,Anchorvale Village Hawker Centre,1.13,3,Soo Teck,0.56,19,Soo Teck,0.56,20,1
430A FERNVALE LINK,Sengkang Riverside Park,1.09,1,The Seletar Mall,0.37,6,Sengkang Green Primary School,0.38,3,Fernvale Hawker Centre & Market,0.3,2,Layar,0.26,10,Layar,0.26,10,0
430B FERNVALE LINK,Sengkang Riverside Park,1.12,1,The Seletar Mall,0.35,5,Sengkang Green Primary School,0.35,3,Fernvale Hawker Centre & Market,0.29,2,Layar,0.29,9,Layar,0.29,9,0
886B WOODLANDS DR 50,Admiralty Park,1.75,1,Woodlands North Plaza,0.62,7,Admiralty Primary School,0.82,2,Kampung Admiralty Hawker Centre,0.76,3,Woodlands South ,0.78,5,Woodlands South,0.78,4,0
9A BOON TIONG RD,Tiong Bahru Park,0.45,4,Tiong Bahru Plaza,0.14,14,River Valley Primary School,1.15,2,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),0.17,17,Havelock,0.5,8,Havelock,0.5,8,0
804 HOUGANG CTRL,Punggol Park,0.75,1,Hougang Mall,0.17,6,Holy Innocents’ Primary School,0.47,2,Buangkok Hawker Centre,1.26,4,Ranggung,1.48,7,Defu,1.39,8,1
174A HOUGANG AVE 1,Japanese Cemetery Park,2.18,0,Hougang 1,0.79,4,Holy Innocents’ Primary School,2.01,0,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.49,2,Aljunied,0.57,5,Aljunied,0.57,5,0
212B PUNGGOL WALK,Sengkang Sculpture Park,0.68,3,Waterway Point,0.73,7,Punggol Green Primary School,0.17,7,One Punggol Hawker Centre,1.04,3,Soo Teck,0.6,19,Soo Teck,0.6,20,1
209B PUNGGOL PL,Sengkang Sculpture Park,0.71,3,Waterway Point,0.75,7,Punggol Green Primary School,0.32,8,One Punggol Hawker Centre,1.03,3,Cove,0.56,18,Cove,0.56,19,1
213C PUNGGOL WALK,Sengkang Sculpture Park,0.68,3,Waterway Point,0.73,7,Punggol Green Primary School,0.13,7,One Punggol Hawker Centre,1.06,3,Soo Teck,0.55,20,Soo Teck,0.55,21,1
178B RIVERVALE CRES,Sengkang Sculpture Park,1.64,2,Punggol Plaza,0.71,5,Horizon Primary School,1.27,5,Buangkok Hawker Centre,2.08,0,Bakau,0.52,13,Bakau,0.52,14,1
433A SENGKANG WEST WAY,Sengkang Riverside Park,1.15,1,The Seletar Mall,0.41,4,Sengkang Green Primary School,0.35,3,Fernvale Hawker Centre & Market,0.38,2,Thanggam,0.34,9,Thanggam,0.34,9,0
432A SENGKANG WEST WAY,Sengkang Riverside Park,1.19,1,The Seletar Mall,0.38,3,Sengkang Green Primary School,0.31,3,Fernvale Hawker Centre & Market,0.35,2,Thanggam,0.33,9,Thanggam,0.33,9,0
886A WOODLANDS DR 50,Admiralty Park,1.74,1,Woodlands North Plaza,0.65,7,Admiralty Primary School,0.77,2,Kampung Admiralty Hawker Centre,0.7,2,Woodlands South ,0.83,5,Woodlands South,0.83,4,0
10A BOON TIONG RD,Tiong Bahru Park,0.56,4,Tiong Bahru Plaza,0.23,13,River Valley Primary School,1.12,2,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),0.18,17,Havelock,0.43,8,Havelock,0.43,8,0
570 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.53,1,Limbang Shopping Centre,0.28,7,South View Primary School,1.4,1,Senja Hawker Centre,2.0,0,Yew Tee,0.43,4,Yew Tee,0.43,5,1
573 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.45,1,Yew Tee Point,0.32,7,South View Primary School,1.41,1,Senja Hawker Centre,1.91,1,Yew Tee,0.37,5,Yew Tee,0.37,6,1
183A BOON LAY AVE,Jurong Central Park,1.18,1,Boon Lay Shopping Centre,0.39,5,Rulang Primary School,0.99,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.51,3,Boon Lay,0.19,1,Boon Lay,0.19,6,5
183D BOON LAY AVE,Jurong Central Park,1.22,1,Boon Lay Shopping Centre,0.48,4,Westwood Primary School,0.97,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.6,3,Boon Lay,0.27,1,Boon Lay,0.27,6,5
463B SEMBAWANG DR,Admiralty Park,2.03,0,Sun Plaza,1.06,2,Wellington Primary School,1.03,2,Bukit Canberra Hawker Centre,1.22,1,Canberra,1.36,2,Admiralty,2.05,0,0
178C RIVERVALE CRES,Sengkang Sculpture Park,1.69,1,Punggol Plaza,0.67,5,Horizon Primary School,1.23,5,Buangkok Hawker Centre,2.15,0,Bakau,0.59,12,Bakau,0.59,13,1
426A YISHUN AVE 11,Yishun Pond Park,0.88,1,Wisteria Mall,0.81,3,Huamin Primary School,0.49,3,Yishun Park Hawker Centre,0.28,1,Khatib,0.71,2,Khatib,0.71,2,0
347A YISHUN AVE 11,Yishun Pond Park,0.29,4,Junction Nine,0.58,3,Huamin Primary School,0.2,3,Yishun Park Hawker Centre,0.4,2,Khatib,0.36,2,Khatib,0.36,2,0
488 SEGAR RD,Zhenghua Park,2.5,0,Fajar Shopping Centre,0.66,5,West Spring Primary School,0.58,3,Senja Hawker Centre,1.19,2,Segar,0.22,10,Segar,0.22,10,0
572 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.42,1,Limbang Shopping Centre,0.31,7,South View Primary School,1.34,1,Senja Hawker Centre,1.89,1,Yew Tee,0.45,5,Yew Tee,0.45,6,1
574 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.47,1,Yew Tee Point,0.34,7,South View Primary School,1.42,1,Senja Hawker Centre,1.94,1,Yew Tee,0.38,5,Yew Tee,0.38,6,1
183C BOON LAY AVE,Jurong Central Park,1.17,1,Boon Lay Shopping Centre,0.45,5,Westwood Primary School,0.97,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.56,3,Boon Lay,0.23,1,Boon Lay,0.23,6,5
265A PUNGGOL WAY,Punggol Waterway Park,0.9,3,Waterway Point,0.39,5,Valour Primary School,0.14,7,One Punggol Hawker Centre,0.73,3,Soo Teck,0.16,11,Soo Teck,0.16,12,1
47 STIRLING RD,One-north Park,1.36,1,Anchorpoint,1.1,5,Fairfield Methodist School (Primary),1.86,1,Margaret Drive Hawker Centre,0.31,9,Commonwealth,0.7,5,Commonwealth,0.61,5,0
463C SEMBAWANG DR,Admiralty Park,2.06,0,Sun Plaza,1.06,2,Wellington Primary School,1.01,2,Bukit Canberra Hawker Centre,1.21,1,Canberra,1.37,1,Admiralty,2.09,0,0
451A SENGKANG WEST WAY,Sengkang Riverside Park,1.54,1,The Seletar Mall,0.39,3,Sengkang Green Primary School,0.21,3,Fernvale Hawker Centre & Market,0.45,2,Thanggam,0.37,6,Thanggam,0.37,6,0
348D YISHUN AVE 11,Yishun Pond Park,0.33,4,Junction Nine,0.69,3,Huamin Primary School,0.15,3,Yishun Park Hawker Centre,0.29,2,Khatib,0.3,2,Khatib,0.3,2,0
426C YISHUN AVE 11,Yishun Pond Park,0.95,1,Wisteria Mall,0.82,3,Huamin Primary School,0.56,3,Yishun Park Hawker Centre,0.35,1,Khatib,0.78,2,Khatib,0.78,2,0
336B YISHUN ST 31,Yishun Pond Park,0.62,3,Junction Nine,0.35,3,Huamin Primary School,0.49,3,Yishun Park Hawker Centre,0.7,2,Khatib,0.77,2,Khatib,0.77,2,0
426D YISHUN AVE 11,Yishun Pond Park,0.98,1,Wisteria Mall,0.9,3,Huamin Primary School,0.56,3,Yishun Park Hawker Centre,0.37,1,Khatib,0.82,2,Khatib,0.82,2,0
336C YISHUN ST 31,Yishun Pond Park,0.63,3,Junction Nine,0.31,3,Huamin Primary School,0.54,3,Yishun Park Hawker Centre,0.76,2,Khatib,0.8,2,Khatib,0.8,2,0
11 JLN BT MERAH,Telok Blangah Hill Park,0.88,4,Alexandra Central,0.42,4,Radin Mas Primary School,2.13,0,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),0.1,13,Redhill,1.04,4,Redhill,1.04,4,0
486 SEGAR RD,Zhenghua Park,2.46,0,Fajar Shopping Centre,0.63,5,West Spring Primary School,0.6,3,Senja Hawker Centre,1.2,2,Segar,0.18,10,Segar,0.18,10,0
487 SEGAR RD,Zhenghua Park,2.47,0,Fajar Shopping Centre,0.62,5,West Spring Primary School,0.55,3,Senja Hawker Centre,1.15,2,Segar,0.21,10,Segar,0.21,10,0
166A TECK WHYE CRES,Choa Chu Kang Park,1.09,1,Teck Whye Shopping Centre,0.36,12,South View Primary School,0.77,3,Senja Hawker Centre,0.99,1,Teck Whye,0.23,10,Teck Whye,0.23,11,1
183B BOON LAY AVE,Jurong Central Park,1.15,1,Boon Lay Shopping Centre,0.38,5,Rulang Primary School,0.99,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.49,3,Boon Lay,0.16,1,Boon Lay,0.16,6,5
40 JLN BAHAGIA,Toa Payoh Town Park,0.99,1,HDB Hub,0.88,5,Pei Chun Public School,1.05,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.49,11,Riviera,0.81,11,Riviera,0.81,12,1
265C PUNGGOL WAY,Punggol Waterway Park,0.96,3,Waterway Point,0.43,5,Valour Primary School,0.21,7,One Punggol Hawker Centre,0.78,3,Soo Teck,0.14,12,Soo Teck,0.14,13,1
265B PUNGGOL WAY,Punggol Waterway Park,0.94,3,Waterway Point,0.41,5,Valour Primary School,0.19,7,One Punggol Hawker Centre,0.76,3,Soo Teck,0.15,12,Soo Teck,0.15,13,1
463A SEMBAWANG DR,Admiralty Park,2.03,0,Sun Plaza,1.02,2,Wellington Primary School,1.01,2,Bukit Canberra Hawker Centre,1.19,1,Canberra,1.31,2,Admiralty,2.01,0,0
426B YISHUN AVE 11,Yishun Pond Park,0.9,1,Wisteria Mall,0.77,3,Huamin Primary School,0.53,3,Yishun Park Hawker Centre,0.31,1,Khatib,0.72,2,Khatib,0.72,2,0
428B YISHUN AVE 11,Yishun Pond Park,1.02,1,Wisteria Mall,0.81,3,Huamin Primary School,0.64,2,Yishun Park Hawker Centre,0.43,1,Khatib,0.84,2,Khatib,0.84,2,0
485 SEGAR RD,Zhenghua Park,2.41,0,Fajar Shopping Centre,0.57,5,West Spring Primary School,0.58,3,Senja Hawker Centre,1.16,2,Segar,0.16,10,Segar,0.16,10,0
265D PUNGGOL WAY,Punggol Waterway Park,1.0,3,Waterway Point,0.46,5,Valour Primary School,0.24,7,One Punggol Hawker Centre,0.81,3,Soo Teck,0.13,11,Soo Teck,0.13,12,1
452B SENGKANG WEST WAY,Sengkang Riverside Park,1.57,1,The Seletar Mall,0.34,3,Sengkang Green Primary School,0.16,3,Fernvale Hawker Centre & Market,0.41,2,Thanggam,0.45,6,Thanggam,0.45,6,0
452A SENGKANG WEST WAY,Sengkang Riverside Park,1.52,1,The Seletar Mall,0.29,3,Sengkang Green Primary School,0.11,3,Fernvale Hawker Centre & Market,0.36,2,Thanggam,0.44,7,Thanggam,0.44,7,0
782A WOODLANDS CRES,Admiralty Park,1.04,1,Woodlands Mart,0.54,4,Riverside Primary School,0.1,2,Kampung Admiralty Hawker Centre,0.86,1,Admiralty,0.91,4,Admiralty,0.92,2,0
348A YISHUN AVE 11,Yishun Pond Park,0.14,4,Northpoint City,0.54,3,Huamin Primary School,0.34,3,Yishun Park Hawker Centre,0.47,2,Khatib,0.21,2,Khatib,0.21,2,0
347B YISHUN AVE 11,Yishun Pond Park,0.26,4,Junction Nine,0.62,3,Huamin Primary School,0.22,3,Yishun Park Hawker Centre,0.38,2,Khatib,0.3,2,Khatib,0.3,2,0
348C YISHUN AVE 11,Yishun Pond Park,0.25,4,Junction Nine,0.66,3,Huamin Primary School,0.22,3,Yishun Park Hawker Centre,0.37,2,Khatib,0.26,2,Khatib,0.26,2,0
152 BISHAN ST 11,Toa Payoh Town Park,1.83,1,Junction 8,0.85,2,Pei Chun Public School,0.98,2,Toa Payoh Lorong 8 Blk 210,0.6,7,Marymount,0.64,6,Marymount,0.64,6,0
571 CHOA CHU KANG ST 52,Choa Chu Kang Park,0.47,1,Limbang Shopping Centre,0.29,7,South View Primary School,1.37,1,Senja Hawker Centre,1.94,1,Yew Tee,0.43,5,Yew Tee,0.43,6,1
348 JURONG EAST AVE 1,Chinese Garden,0.32,2,Taman Jurong Shopping Centre,1.6,3,Princess Elizabeth Primary School,1.19,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.1,5,Chinese Garden,0.32,5,Chinese Garden,0.32,9,4
937 JURONG WEST ST 91,Jurong Central Park,2.04,0,Pioneer Mall,0.8,3,Frontier Primary School,1.25,2,Jurong West Hawker Centre,0.82,1,Pioneer,1.36,1,Tawas,1.04,6,5
266C PUNGGOL WAY,Punggol Waterway Park,1.01,3,Waterway Point,0.5,5,Valour Primary School,0.23,7,One Punggol Hawker Centre,0.85,3,Soo Teck,0.06,11,Soo Teck,0.06,12,1
590A MONTREAL LINK,Yishun Park,1.4,2,Sun Plaza,0.84,3,Wellington Primary School,0.51,2,Bukit Canberra Hawker Centre,0.49,1,Canberra,0.99,1,Yishun,2.45,0,0
451B SENGKANG WEST WAY,Sengkang Riverside Park,1.49,1,The Seletar Mall,0.36,3,Sengkang Green Primary School,0.18,3,Fernvale Hawker Centre & Market,0.41,2,Thanggam,0.36,7,Thanggam,0.36,7,0
326A ANCHORVALE RD,Sengkang Riverside Park,0.39,2,Compass One,0.85,7,Springdale Primary School,0.22,5,Anchorvale Village Hawker Centre,0.23,3,Farmway,0.29,13,Farmway,0.29,13,0
85 LOR 4 TOA PAYOH,Toa Payoh Town Park,0.64,2,HDB Hub,0.5,4,Pei Chun Public School,0.77,2,Toa Payoh Lorong 4 Blk 93,0.27,8,Marymount,1.06,6,Marymount,1.06,6,0
780B WOODLANDS CRES,Admiralty Park,0.8,1,Woodlands Mart,0.48,3,Riverside Primary School,0.23,2,Kampung Admiralty Hawker Centre,1.0,1,Admiralty,1.14,4,Admiralty,1.14,3,0
782D WOODLANDS CRES,Admiralty Park,1.02,1,Woodlands Mart,0.61,4,Riverside Primary School,0.18,2,Kampung Admiralty Hawker Centre,0.95,1,Admiralty,0.96,4,Admiralty,0.98,2,0
782B WOODLANDS CRES,Admiralty Park,1.09,1,Woodlands Mart,0.6,4,Riverside Primary School,0.16,2,Kampung Admiralty Hawker Centre,0.88,1,Admiralty,0.88,4,Admiralty,0.9,2,0
122 MARSILING RISE,Marsiling Park,0.61,2,Marsiling Mall,0.62,5,Admiralty Primary School,2.3,0,Marsiling Lane Blk 20/21,0.59,2,Marsiling,0.61,3,Marsiling,0.61,3,0
348B YISHUN AVE 11,Yishun Pond Park,0.22,4,Northpoint City,0.63,3,Huamin Primary School,0.25,3,Yishun Park Hawker Centre,0.4,2,Khatib,0.25,2,Khatib,0.25,2,0
316B YISHUN AVE 9,Yishun Pond Park,0.63,3,Junction Nine,0.12,4,Huamin Primary School,0.67,3,Yishun Park Hawker Centre,0.9,2,Yishun,0.7,2,Yishun,0.7,2,0
347 ANG MO KIO AVE 3,Ang Mo Kio Town Garden East,0.43,3,AMK Hub,0.21,5,Ai Tong School,1.89,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.36,9,Ang Mo Kio,0.3,3,Ang Mo Kio,0.3,6,3
139 BISHAN ST 12,Toa Payoh Town Park,1.71,1,Junction 8,0.72,2,Pei Chun Public School,0.98,3,Toa Payoh Lorong 8 Blk 210,0.58,8,Marymount,0.72,5,Marymount,0.72,5,0
546B SEGAR RD,Choa Chu Kang Park,2.38,0,Greenridge Shopping Centre,0.57,5,West Spring Primary School,0.42,3,Senja Hawker Centre,1.0,2,Segar,0.31,11,Segar,0.31,11,0
196B BOON LAY DR,Jurong Central Park,0.88,2,Boon Lay Shopping Centre,0.44,5,Rulang Primary School,0.64,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.32,5,Boon Lay,0.64,1,Boon Lay,0.64,6,5
266B PUNGGOL WAY,Punggol Waterway Park,0.97,3,Waterway Point,0.48,5,Valour Primary School,0.19,7,One Punggol Hawker Centre,0.82,3,Soo Teck,0.08,11,Soo Teck,0.08,12,1
266D PUNGGOL WAY,Punggol Waterway Park,1.01,3,Waterway Point,0.49,5,Valour Primary School,0.24,7,One Punggol Hawker Centre,0.83,3,Soo Teck,0.09,10,Soo Teck,0.09,11,1
591A MONTREAL LINK,Yishun Park,1.47,2,Sun Plaza,0.81,3,Wellington Primary School,0.46,2,Bukit Canberra Hawker Centre,0.46,1,Canberra,0.98,1,Yishun,2.51,0,0
592B MONTREAL LINK,Yishun Park,1.35,2,Canberra Plaza,0.85,3,Wellington Primary School,0.61,2,Bukit Canberra Hawker Centre,0.6,1,Canberra,1.1,1,Yishun,2.43,0,0
593A MONTREAL LINK,Yishun Park,1.41,2,Canberra Plaza,0.93,3,Wellington Primary School,0.62,2,Bukit Canberra Hawker Centre,0.67,1,Canberra,1.18,1,Yishun,2.51,0,0
592C MONTREAL LINK,Yishun Park,1.34,2,Canberra Plaza,0.86,3,Wellington Primary School,0.65,2,Bukit Canberra Hawker Centre,0.66,1,Canberra,1.16,1,Yishun,2.44,0,0
780E WOODLANDS CRES,Admiralty Park,0.93,1,Woodlands Mart,0.47,4,Riverside Primary School,0.11,2,Kampung Admiralty Hawker Centre,0.9,1,Admiralty,1.01,4,Admiralty,1.02,3,0
424D YISHUN AVE 11,Yishun Pond Park,1.16,1,Wisteria Mall,1.04,3,Huamin Primary School,0.72,2,Yishun Park Hawker Centre,0.55,1,Khatib,1.01,2,Khatib,1.01,2,0
335C YISHUN ST 31,Yishun Pond Park,0.7,3,Junction Nine,0.31,4,Huamin Primary School,0.61,3,Yishun Park Hawker Centre,0.83,2,Yishun,0.87,2,Yishun,0.87,2,0
336A YISHUN ST 31,Yishun Pond Park,0.64,3,Junction Nine,0.39,3,Huamin Primary School,0.48,3,Yishun Park Hawker Centre,0.69,2,Khatib,0.79,2,Khatib,0.79,2,0
722 ANG MO KIO AVE 8,Ang Mo Kio Town Garden East,0.37,3,Jubilee Square,0.06,3,Ai Tong School,2.07,0,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.11,9,Ang Mo Kio,0.29,4,Ang Mo Kio,0.29,6,2
546A SEGAR RD,Zhenghua Park,2.43,0,Fajar Shopping Centre,0.55,5,West Spring Primary School,0.47,3,Senja Hawker Centre,1.05,2,Segar,0.26,10,Segar,0.26,10,0
471A UPP SERANGOON CRES,Punggol Park,0.62,2,Rivervale Plaza,0.81,6,Holy Innocents’ Primary School,1.5,1,Buangkok Hawker Centre,1.14,1,Buangkok,0.44,8,Buangkok,0.44,9,1
197C BOON LAY DR,Jurong Central Park,0.87,2,Boon Lay Shopping Centre,0.35,5,Rulang Primary School,0.65,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.22,4,Boon Lay,0.55,1,Boon Lay,0.55,6,5
313B SUMANG LINK,Punggol Waterway Park,0.31,2,Waterway Point,0.43,3,Punggol Cove Primary School,0.39,6,One Punggol Hawker Centre,0.37,2,Sam Kee,0.31,9,Sam Kee,0.31,10,1
592A MONTREAL LINK,Yishun Park,1.41,2,Canberra Plaza,0.9,3,Wellington Primary School,0.54,2,Bukit Canberra Hawker Centre,0.55,1,Canberra,1.07,1,Yishun,2.48,0,0
590B MONTREAL LINK,Yishun Park,1.35,2,Canberra Plaza,0.81,3,Wellington Primary School,0.57,2,Bukit Canberra Hawker Centre,0.52,1,Canberra,1.01,1,Yishun,2.4,0,0
