flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km,station_name,station_dist,num_station_2km,station_name_2027_onwards,station_dist_2027_onwards,num_station_2km_2027_onwards,num_of_new_stations_added_here
455 YISHUN ST 41,Yishun Pond Park,0.99,2,Wisteria Mall,0.41,3,Northland Primary School,0.4,2,Yishun Park Hawker Centre,0.56,1,Khatib,0.75,2,Khatib,0.75,2,0
456 YISHUN ST 41,Yishun Pond Park,0.96,2,Wisteria Mall,0.44,3,Northland Primary School,0.39,2,Yishun Park Hawker Centre,0.52,1,Khatib,0.72,2,Khatib,0.72,2,0
619C PUNGGOL DR,Punggol Waterway Park,1.15,3,Oasis Terraces,0.28,5,Oasis Primary School,0.23,7,One Punggol Hawker Centre,0.92,2,Damai,0.33,13,Damai,0.33,14,1
619A PUNGGOL DR,Punggol Waterway Park,1.18,3,Oasis Terraces,0.2,5,Oasis Primary School,0.21,7,One Punggol Hawker Centre,0.96,2,Damai,0.38,12,Damai,0.38,13,1
618C PUNGGOL DR,Punggol Waterway Park,1.29,3,Oasis Terraces,0.2,5,Horizon Primary School,0.3,7,One Punggol Hawker Centre,1.06,2,Damai,0.48,12,Damai,0.48,13,1
273B PUNGGOL PL,Sengkang Sculpture Park,0.96,3,Waterway Point,0.49,7,Punggol Green Primary School,0.33,8,One Punggol Hawker Centre,0.77,3,Cove,0.55,15,Cove,0.55,17,2
274D PUNGGOL PL,Punggol Waterway Park,0.95,3,Waterway Point,0.37,7,Punggol Green Primary School,0.35,8,One Punggol Hawker Centre,0.67,3,Soo Teck,0.55,15,Soo Teck,0.55,16,1
289C PUNGGOL PL,Sengkang Sculpture Park,1.05,3,Waterway Point,0.55,7,Punggol View Primary School,0.44,8,One Punggol Hawker Centre,0.75,3,Cove,0.37,16,Cove,0.37,17,1
447A JLN KAYU,Sengkang Riverside Park,1.78,1,The Seletar Mall,0.42,3,Sengkang Green Primary School,0.31,3,Fernvale Hawker Centre & Market,0.51,2,Fernvale,0.4,7,Fernvale,0.4,7,0
435C FERNVALE RD,Sengkang Riverside Park,1.27,1,The Seletar Mall,0.25,4,Sengkang Green Primary School,0.21,3,Fernvale Hawker Centre & Market,0.22,2,Layar,0.39,10,Layar,0.39,10,0
572B WOODLANDS AVE 1,Marsiling Park,2.0,1,Vista Point,0.43,7,Admiralty Primary School,1.68,1,Marsiling Mall Hawker Centre,1.11,3,Woodlands South ,0.46,4,Woodlands South,0.46,4,0
12B MARSILING LANE,Marsiling Park,0.35,2,Marsiling Mall,0.86,4,Admiralty Primary School,2.45,0,Marsiling Lane Blk 20/21,0.33,2,Marsiling,0.35,3,Marsiling,0.35,3,0
457 YISHUN ST 41,Yishun Pond Park,1.02,2,Wisteria Mall,0.55,3,Northland Primary School,0.52,2,Yishun Park Hawker Centre,0.52,1,Khatib,0.8,2,Khatib,0.8,2,0
453 YISHUN ST 41,Yishun Pond Park,1.07,2,Wisteria Mall,0.52,3,Northland Primary School,0.53,2,Yishun Park Hawker Centre,0.57,1,Khatib,0.84,2,Khatib,0.84,2,0
633A SENJA RD,Choa Chu Kang Park,1.29,1,Junction 10,0.64,11,West Spring Primary School,0.97,4,Senja Hawker Centre,0.34,2,Senja,0.24,14,Senja,0.24,15,1
633B SENJA RD,Choa Chu Kang Park,1.34,1,Junction 10,0.59,11,West Spring Primary School,0.98,4,Senja Hawker Centre,0.35,2,Senja,0.21,14,Senja,0.21,15,1
476A CHOA CHU KANG AVE 5,Choa Chu Kang Park,2.11,0,Sunshine Place,0.19,5,South View Primary School,1.08,1,Bukit Batok West Hawker Centre,2.39,0,Keat Hong,0.56,4,Keat Hong,0.56,6,2
476D CHOA CHU KANG AVE 5,Choa Chu Kang Park,2.02,0,Sunshine Place,0.1,5,South View Primary School,1.0,1,Bukit Batok West Hawker Centre,2.47,0,Keat Hong,0.56,4,Keat Hong,0.56,6,2
659 HOUGANG AVE 8,Japanese Cemetery Park,1.12,2,Hougang Green Shopping Mall,0.84,6,Xinmin Primary School,0.21,2,Ci Yuan Hawker Centre,0.24,3,Hougang,0.5,5,Hougang,0.5,6,1
863 JURONG WEST ST 81,Jurong Central Park,1.87,1,Gek Poh Shopping Centre,0.28,4,Westwood Primary School,0.63,2,Jurong West Hawker Centre,0.92,2,Boon Lay,1.69,2,Tawas,0.29,7,5
16 MARINE TER,East Coast Park,1.72,1,i12 Katong,1.01,3,Kong Hwa School,2.95,0,Marine Terrace Blk 50A (50A Marine Terrace),0.25,3,Meridian,0.75,2,Marine Terrace,0.14,4,2
618D PUNGGOL DR,Punggol Waterway Park,1.25,3,Oasis Terraces,0.22,5,Oasis Primary School,0.3,7,One Punggol Hawker Centre,1.02,2,Damai,0.44,12,Damai,0.44,13,1
618A PUNGGOL DR,Punggol Waterway Park,1.38,3,Oasis Terraces,0.2,4,Horizon Primary School,0.2,7,One Punggol Hawker Centre,1.16,2,Kadaloor,0.49,12,Kadaloor,0.49,13,1
619B PUNGGOL DR,Punggol Waterway Park,1.13,3,Oasis Terraces,0.24,5,Oasis Primary School,0.18,7,One Punggol Hawker Centre,0.91,2,Damai,0.33,12,Damai,0.33,13,1
242 TAMPINES ST 21,Sun Plaza Park,0.62,2,Tampines 1,0.15,6,Gongshang Primary School,0.45,3,Hawker Centre @ Our Tampines Hub,0.76,2,Tampines,0.85,4,Tampines,0.85,4,0
12A MARSILING LANE,Marsiling Park,0.36,2,Marsiling Mall,0.88,4,Admiralty Primary School,2.41,0,Marsiling Lane Blk 20/21,0.31,2,Marsiling,0.36,3,Marsiling,0.36,3,0
12C MARSILING LANE,Marsiling Park,0.32,2,Marsiling Mall,0.87,4,Admiralty Primary School,2.48,0,Marsiling Lane Blk 20/21,0.32,2,Marsiling,0.32,3,Marsiling,0.32,3,0
458 YISHUN AVE 11,Yishun Pond Park,1.05,1,Wisteria Mall,0.63,3,Northland Primary School,0.59,2,Yishun Park Hawker Centre,0.51,1,Khatib,0.83,2,Khatib,0.83,2,0
274B PUNGGOL PL,Punggol Waterway Park,0.92,3,Waterway Point,0.36,7,Punggol View Primary School,0.39,8,One Punggol Hawker Centre,0.63,3,Cove,0.59,15,Cove,0.59,16,1
138B LOR 1A TOA PAYOH,Toa Payoh Town Park,0.68,2,HDB Hub,0.66,4,CHIJ Primary (Toa Payoh),0.57,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.23,9,Caldecott,1.26,4,Caldecott,1.26,4,0
459 YISHUN AVE 11,Yishun Pond Park,1.03,1,Wisteria Mall,0.66,3,Northland Primary School,0.6,2,Yishun Park Hawker Centre,0.47,1,Khatib,0.82,2,Khatib,0.82,2,0
150 SILAT AVE,Pearl's Hill City Park,1.15,5,Tiong Bahru Plaza,1.11,9,Radin Mas Primary School,0.84,2,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),0.68,18,Tiong Bahru,0.91,10,Tiong Bahru,0.91,10,0
80B TELOK BLANGAH ST 31,Labrador Park,0.4,5,Alexandra Retail Centre,0.61,5,Radin Mas Primary School,1.94,1,Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),0.09,10,Telok Blangah,0.19,4,Telok Blangah,0.19,4,0
269A QUEEN ST,Dhoby Ghaut Green,0.85,10,Bugis+,0.16,25,Anglo-Chinese School (Junior),1.68,1,Queen Street Blk 270 (Albert Centre),0.07,8,Bugis,0.11,22,Bugis,0.11,23,1
623C PUNGGOL CTRL,Punggol Waterway Park,1.46,3,Oasis Terraces,0.4,5,Horizon Primary School,0.22,7,One Punggol Hawker Centre,1.2,2,Kadaloor,0.57,12,Kadaloor,0.57,13,1
623A PUNGGOL CTRL,Punggol Waterway Park,1.46,3,Oasis Terraces,0.35,5,Horizon Primary School,0.17,7,One Punggol Hawker Centre,1.21,2,Kadaloor,0.52,12,Kadaloor,0.52,13,1
619D PUNGGOL DR,Punggol Waterway Park,1.2,3,Oasis Terraces,0.25,5,Oasis Primary School,0.26,7,One Punggol Hawker Centre,0.97,2,Damai,0.39,12,Damai,0.39,13,1
624C PUNGGOL CTRL,Punggol Waterway Park,1.41,3,Oasis Terraces,0.29,4,Horizon Primary School,0.19,7,One Punggol Hawker Centre,1.17,2,Kadaloor,0.52,11,Kadaloor,0.52,12,1
51 C'WEALTH DR,One-north Park,0.78,1,Rochester Mall,1.11,5,Fairfield Methodist School (Primary),1.36,1,Tanglin Halt Market,0.08,11,Commonwealth,0.09,5,Commonwealth,0.04,5,0
53 C'WEALTH DR,One-north Park,0.66,1,Rochester Mall,0.98,5,Fairfield Methodist School (Primary),1.25,1,Tanglin Halt Market,0.18,10,Commonwealth,0.05,5,Commonwealth,0.13,5,0
50 C'WEALTH DR,One-north Park,0.74,2,Rochester Mall,1.08,5,Fairfield Methodist School (Primary),1.3,1,Tanglin Halt Market,0.07,11,Commonwealth,0.07,5,Commonwealth,0.04,5,0
446B JLN KAYU,Sengkang Riverside Park,1.72,1,The Seletar Mall,0.32,3,Sengkang Green Primary School,0.24,3,Fernvale Hawker Centre & Market,0.42,2,Fernvale,0.41,7,Fernvale,0.41,7,0
139A LOR 1A TOA PAYOH,Toa Payoh Town Park,0.77,2,HDB Hub,0.8,4,CHIJ Primary (Toa Payoh),0.46,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.21,9,Caldecott,1.08,4,Caldecott,1.08,5,1
138A LOR 1A TOA PAYOH,Toa Payoh Town Park,0.73,2,HDB Hub,0.71,4,CHIJ Primary (Toa Payoh),0.6,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.17,9,Caldecott,1.24,4,Caldecott,1.24,4,0
570C WOODLANDS AVE 1,Marsiling Park,2.04,0,Vista Point,0.39,7,Admiralty Primary School,1.67,1,Marsiling Mall Hawker Centre,1.16,3,Woodlands South ,0.5,3,Woodlands South,0.5,3,0
86 BEDOK NTH ST 4,Bedok Town Park,1.86,1,Bedok Mall,1.27,3,Red Swastika School,0.55,4,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.07,8,Tanah Merah,0.86,5,Tanah Merah,0.86,6,1
50 HAVELOCK RD,Tiong Bahru Park,0.35,3,Tiong Bahru Plaza,0.39,17,River Valley Primary School,1.14,2,Beo Crescent Market,0.12,13,Havelock,0.69,7,Havelock,0.69,7,0
633C SENJA RD,Choa Chu Kang Park,1.43,1,Junction 10,0.52,10,West Spring Primary School,0.93,4,Senja Hawker Centre,0.33,2,Senja,0.14,13,Senja,0.14,14,1
417 CLEMENTI AVE 1,Clementi Woods Park,1.21,2,321 Clementi,0.69,5,Fairfield Methodist School (Primary),1.94,1,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.46,6,Kent Ridge,1.38,2,Kent Ridge,1.38,3,1
623B PUNGGOL CTRL,Punggol Waterway Park,1.51,3,Oasis Terraces,0.41,5,Horizon Primary School,0.18,7,One Punggol Hawker Centre,1.25,2,Kadaloor,0.53,11,Kadaloor,0.53,12,1
52 C'WEALTH DR,One-north Park,0.73,1,Rochester Mall,1.05,5,Fairfield Methodist School (Primary),1.32,1,Tanglin Halt Market,0.13,10,Commonwealth,0.06,5,Commonwealth,0.07,5,0
447B JLN KAYU,Sengkang Riverside Park,1.7,1,The Seletar Mall,0.35,3,Sengkang Green Primary School,0.23,3,Fernvale Hawker Centre & Market,0.44,2,Fernvale,0.47,7,Fernvale,0.47,7,0
138C LOR 1A TOA PAYOH,Toa Payoh Town Park,0.71,2,HDB Hub,0.72,4,CHIJ Primary (Toa Payoh),0.52,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.2,9,Caldecott,1.18,4,Caldecott,1.18,5,1
139B LOR 1A TOA PAYOH,Toa Payoh Town Park,0.82,2,HDB Hub,0.84,4,CHIJ Primary (Toa Payoh),0.49,2,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.18,9,Caldecott,1.06,4,Caldecott,1.06,5,1
127 POTONG PASIR AVE 1,Toa Payoh Town Park,2.02,0,The Poiz,0.42,3,Pei Chun Public School,1.15,2,Woodleigh Village Hawker Centre,0.9,10,Potong Pasir,0.17,11,Potong Pasir,0.17,11,0
269 BISHAN ST 24,Bishan-Ang Mo Kio Park,1.16,4,Thomson V,0.89,6,Ai Tong School,1.15,1,Shunfu Road Blk 320 (Shunfu Mart),0.83,8,Bright Hill,1.12,4,Bright Hill,0.98,5,1
169B PUNGGOL FIELD,Pasir Ris Park,1.8,3,Punggol Plaza,0.16,5,Horizon Primary School,0.7,5,One Punggol Hawker Centre,1.95,1,Punggol,0.06,10,Punggol,0.06,11,1
168C PUNGGOL FIELD,Pasir Ris Park,1.85,3,Punggol Plaza,0.09,5,Horizon Primary School,0.63,5,One Punggol Hawker Centre,1.87,1,Punggol,0.05,11,Punggol,0.05,12,1
168D PUNGGOL FIELD,Pasir Ris Park,1.82,3,Punggol Plaza,0.12,5,Horizon Primary School,0.65,5,One Punggol Hawker Centre,1.9,1,Punggol,0.05,10,Punggol,0.05,11,1
271B PUNGGOL WALK,Punggol Waterway Park,0.89,3,Waterway Point,0.3,6,Punggol Green Primary School,0.34,7,One Punggol Hawker Centre,0.65,3,Soo Teck,0.39,15,Soo Teck,0.39,16,1
927 TAMPINES ST 91,Sun Plaza Park,1.45,1,Century Square,0.77,6,Tampines Primary School,0.56,5,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.46,4,Tampines West,0.24,5,Tampines West,0.24,5,0
570A WOODLANDS AVE 1,Marsiling Park,2.18,0,Vista Point,0.29,7,Admiralty Primary School,1.68,1,Marsiling Mall Hawker Centre,1.27,2,Woodlands South ,0.63,4,Woodlands South,0.63,3,0
570B WOODLANDS AVE 1,Marsiling Park,2.11,0,Vista Point,0.33,7,Admiralty Primary School,1.67,1,Marsiling Mall Hawker Centre,1.22,2,Woodlands South ,0.56,3,Woodlands South,0.56,3,0
506 BISHAN ST 11,MacRitchie Reservoir Park,1.93,1,Junction 8,0.13,3,Pei Chun Public School,1.53,2,Toa Payoh Lorong 8 Blk 210,1.14,9,Marymount,1.31,4,Marymount,1.31,5,1
633D SENJA RD,Choa Chu Kang Park,1.47,1,Junction 10,0.5,9,West Spring Primary School,0.91,4,Senja Hawker Centre,0.32,2,Senja,0.11,13,Senja,0.11,13,0
505 WEST COAST DR,West Coast Park,0.79,2,321 Clementi,0.56,4,Fairfield Methodist School (Primary),3.12,0,West Coast Drive Blk 503 (Ayer Rajah Food Centre),0.06,5,Clementi,1.5,1,West Coast,0.79,3,2
622A PUNGGOL CTRL,Punggol Waterway Park,1.41,3,Oasis Terraces,0.4,6,Horizon Primary School,0.27,7,One Punggol Hawker Centre,1.15,2,Cove,0.57,13,Cove,0.57,14,1
617A PUNGGOL DR,Punggol Waterway Park,1.23,3,Oasis Terraces,0.16,5,Oasis Primary School,0.26,7,One Punggol Hawker Centre,1.01,2,Damai,0.43,12,Damai,0.43,13,1
571A WOODLANDS AVE 1,Marsiling Park,2.23,0,Vista Point,0.27,7,Admiralty Primary School,1.7,1,Marsiling Mall Hawker Centre,1.31,2,Woodlands South ,0.68,4,Woodlands South,0.68,3,0
451 ANG MO KIO AVE 10,Ang Mo Kio Town Garden East,0.6,2,AMK Hub,0.79,4,Yangzheng Primary School,2.66,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.11,10,Ang Mo Kio,0.94,2,Teck Ghee,0.62,5,3
166 BT BATOK WEST AVE 8,Chinese Garden,1.24,3,West Mall,0.79,4,Princess Elizabeth Primary School,0.32,3,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.69,3,Bukit Batok,0.49,5,Bukit Batok,0.49,9,4
624B PUNGGOL CTRL,Punggol Waterway Park,1.37,3,Oasis Terraces,0.28,4,Horizon Primary School,0.23,7,One Punggol Hawker Centre,1.13,2,Damai,0.55,12,Damai,0.55,13,1
169C PUNGGOL FIELD,Pasir Ris Park,1.79,3,Punggol Plaza,0.15,5,Horizon Primary School,0.66,5,One Punggol Hawker Centre,1.92,1,Punggol,0.07,10,Punggol,0.07,11,1
271D PUNGGOL WALK,Punggol Waterway Park,0.94,3,Waterway Point,0.35,7,Punggol Green Primary School,0.31,7,One Punggol Hawker Centre,0.68,3,Soo Teck,0.45,15,Soo Teck,0.45,16,1
272B PUNGGOL WALK,Punggol Waterway Park,0.99,3,Waterway Point,0.4,7,Punggol Green Primary School,0.24,7,One Punggol Hawker Centre,0.74,3,Soo Teck,0.4,15,Soo Teck,0.4,16,1
271A PUNGGOL WALK,Punggol Waterway Park,0.95,3,Waterway Point,0.36,6,Punggol Green Primary School,0.28,7,One Punggol Hawker Centre,0.7,3,Soo Teck,0.38,15,Soo Teck,0.38,16,1
271C PUNGGOL WALK,Punggol Waterway Park,0.89,3,Waterway Point,0.3,6,Punggol Green Primary School,0.35,7,One Punggol Hawker Centre,0.63,3,Soo Teck,0.44,15,Soo Teck,0.44,16,1
480 TAMPINES ST 44,Tampines Eco Green,0.64,3,Tampines 1,1.23,7,Gongshang Primary School,0.72,4,Pasir Ris Central Hawker Centre,1.3,2,Tampines,1.08,3,Pasir Ris East,0.97,4,1
571C WOODLANDS AVE 1,Marsiling Park,2.11,0,Vista Point,0.39,7,Admiralty Primary School,1.76,1,Marsiling Mall Hawker Centre,1.18,2,Woodlands South ,0.6,3,Woodlands South,0.6,2,0
571B WOODLANDS AVE 1,Marsiling Park,2.19,0,Vista Point,0.32,7,Admiralty Primary School,1.73,1,Marsiling Mall Hawker Centre,1.27,2,Woodlands South ,0.66,3,Woodlands South,0.66,3,0
604 HOUGANG AVE 4,Japanese Cemetery Park,1.18,2,Hougang Mall,0.89,6,Xinmin Primary School,0.32,2,Ci Yuan Hawker Centre,0.59,4,Hougang,0.89,6,Hougang,0.89,7,1
333 JURONG EAST AVE 1,Chinese Garden,1.01,2,West Mall,2.02,0,Princess Elizabeth Primary School,1.11,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.66,4,Jurong East,0.92,5,Tengah Plantation,0.74,8,3
181A BOON LAY DR,Jurong Central Park,1.15,1,Boon Lay Shopping Centre,0.54,4,Westwood Primary School,0.85,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.64,3,Boon Lay,0.3,1,Boon Lay,0.3,6,5
622B PUNGGOL CTRL,Punggol Waterway Park,1.34,3,Oasis Terraces,0.4,6,Horizon Primary School,0.33,7,One Punggol Hawker Centre,1.08,2,Damai,0.52,14,Damai,0.52,15,1
170C PUNGGOL FIELD,Pasir Ris Park,1.75,3,Punggol Plaza,0.21,4,Horizon Primary School,0.72,5,One Punggol Hawker Centre,1.99,1,Punggol,0.12,10,Punggol,0.12,11,1
624A PUNGGOL CTRL,Punggol Waterway Park,1.34,3,Oasis Terraces,0.3,4,Horizon Primary School,0.27,7,One Punggol Hawker Centre,1.09,2,Damai,0.51,13,Damai,0.51,14,1
208C PUNGGOL PL,Sengkang Sculpture Park,0.83,3,Waterway Point,0.61,7,Punggol Green Primary School,0.28,8,One Punggol Hawker Centre,0.9,3,Cove,0.57,17,Cove,0.57,19,2
272A PUNGGOL WALK,Punggol Waterway Park,0.98,3,Waterway Point,0.39,7,Punggol Green Primary School,0.26,7,One Punggol Hawker Centre,0.72,3,Soo Teck,0.45,15,Soo Teck,0.45,16,1
272C PUNGGOL WALK,Sengkang Sculpture Park,0.96,3,Waterway Point,0.45,7,Punggol Green Primary School,0.19,7,One Punggol Hawker Centre,0.79,3,Soo Teck,0.41,14,Soo Teck,0.41,15,1
170B PUNGGOL FIELD,Pasir Ris Park,1.73,2,Punggol Plaza,0.21,4,Horizon Primary School,0.7,5,One Punggol Hawker Centre,1.98,1,Punggol,0.13,10,Punggol,0.13,11,1
169A PUNGGOL FIELD,Pasir Ris Park,1.77,3,Punggol Plaza,0.19,5,Horizon Primary School,0.72,5,One Punggol Hawker Centre,1.98,1,Punggol,0.09,10,Punggol,0.09,11,1
207A PUNGGOL PL,Sengkang Sculpture Park,0.76,3,Waterway Point,0.69,7,Punggol Green Primary School,0.29,8,One Punggol Hawker Centre,0.97,3,Cove,0.56,18,Cove,0.56,19,1
572A WOODLANDS AVE 1,Marsiling Park,2.04,0,Vista Point,0.43,7,Admiralty Primary School,1.75,1,Marsiling Mall Hawker Centre,1.13,3,Woodlands South ,0.54,3,Woodlands South,0.54,2,0
372 JURONG EAST ST 32,Chinese Garden,0.72,2,West Mall,1.94,2,Princess Elizabeth Primary School,1.0,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.37,5,Jurong East,0.63,5,Jurong East,0.63,9,4
180A BOON LAY DR,Jurong Central Park,1.05,1,Boon Lay Shopping Centre,0.44,5,Westwood Primary School,0.9,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.53,3,Boon Lay,0.2,1,Boon Lay,0.2,6,5
362 YUNG AN RD,Japanese Garden,1.07,3,Taman Jurong Shopping Centre,0.17,3,Rulang Primary School,1.17,1,Taman Jurong Market and Food Centre,0.26,4,Lakeside,1.29,5,Corporation,0.54,10,5
622C PUNGGOL CTRL,Punggol Waterway Park,1.33,3,Oasis Terraces,0.35,5,Horizon Primary School,0.3,7,One Punggol Hawker Centre,1.07,2,Damai,0.5,14,Damai,0.5,15,1
207B PUNGGOL PL,Sengkang Sculpture Park,0.75,3,Waterway Point,0.69,7,Punggol Green Primary School,0.27,8,One Punggol Hawker Centre,0.98,3,Cove,0.59,18,Cove,0.59,19,1
450A SENGKANG WEST WAY,Sengkang Riverside Park,1.59,1,The Seletar Mall,0.44,3,Sengkang Green Primary School,0.26,3,Fernvale Hawker Centre & Market,0.51,2,Thanggam,0.39,6,Thanggam,0.39,6,0
499B TAMPINES AVE 9,Tampines Eco Green,1.06,3,Tampines 1,1.32,8,Gongshang Primary School,0.82,4,Pasir Ris Central Hawker Centre,1.7,3,Tampines,0.79,1,Tampines,0.79,2,1
928 YISHUN CTRL 1,Yishun Pond Park,0.31,4,Northpoint City,0.15,4,Huamin Primary School,0.76,3,Yishun Park Hawker Centre,0.86,2,Yishun,0.39,3,Yishun,0.39,3,0
524 CHOA CHU KANG ST 51,Choa Chu Kang Park,0.85,1,Limbang Shopping Centre,0.22,7,South View Primary School,1.24,1,Senja Hawker Centre,2.26,0,Yew Tee,0.87,5,Choa Chu Kang West,0.67,7,2
180B BOON LAY DR,Jurong Central Park,1.08,1,Boon Lay Shopping Centre,0.41,5,Westwood Primary School,0.95,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.51,3,Boon Lay,0.17,1,Boon Lay,0.17,6,5
207C PUNGGOL PL,Sengkang Sculpture Park,0.75,3,Waterway Point,0.66,7,Punggol Green Primary School,0.21,7,One Punggol Hawker Centre,0.97,3,Soo Teck,0.62,18,Soo Teck,0.62,19,1
272D PUNGGOL WALK,Sengkang Sculpture Park,0.96,3,Waterway Point,0.45,7,Punggol Green Primary School,0.22,7,One Punggol Hawker Centre,0.77,3,Soo Teck,0.45,14,Soo Teck,0.45,15,1
180C BOON LAY DR,Jurong Central Park,1.14,1,Boon Lay Shopping Centre,0.47,5,Westwood Primary School,0.92,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),0.58,3,Boon Lay,0.24,1,Boon Lay,0.24,6,5
52 JLN BAHAGIA,Toa Payoh Town Park,0.94,1,HDB Hub,0.82,5,Pei Chun Public School,1.0,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.52,11,Riviera,0.84,11,Riviera,0.84,12,1
208B PUNGGOL PL,Sengkang Sculpture Park,0.87,3,Waterway Point,0.57,7,Punggol Green Primary School,0.26,8,One Punggol Hawker Centre,0.86,3,Cove,0.59,17,Cove,0.59,19,2
211B PUNGGOL WALK,Sengkang Sculpture Park,0.78,3,Waterway Point,0.63,7,Punggol Green Primary School,0.14,7,One Punggol Hawker Centre,0.95,3,Soo Teck,0.54,18,Soo Teck,0.54,19,1
170A PUNGGOL FIELD,Pasir Ris Park,1.72,2,Punggol Plaza,0.22,4,Horizon Primary School,0.68,4,One Punggol Hawker Centre,1.97,1,Punggol,0.14,10,Punggol,0.14,11,1
207D PUNGGOL PL,Sengkang Sculpture Park,0.8,3,Waterway Point,0.62,7,Punggol Green Primary School,0.23,7,One Punggol Hawker Centre,0.92,3,Cove,0.61,18,Cove,0.61,19,1
987A BUANGKOK GREEN,Japanese Cemetery Park,1.62,1,Buangkok Square,0.61,6,Xinmin Primary School,1.07,3,Ci Yuan Hawker Centre,0.71,3,Hougang,0.48,7,Hougang,0.48,9,2
371 JURONG EAST ST 32,Chinese Garden,0.68,2,West Mall,1.93,3,Princess Elizabeth Primary School,0.98,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.33,5,Jurong East,0.59,5,Jurong East,0.59,10,5
209C PUNGGOL PL,Sengkang Sculpture Park,0.66,3,Waterway Point,0.8,7,Punggol Green Primary School,0.35,8,One Punggol Hawker Centre,1.08,3,Cove,0.58,19,Cove,0.58,20,1
208A PUNGGOL PL,Sengkang Sculpture Park,0.85,3,Waterway Point,0.57,7,Punggol Green Primary School,0.22,7,One Punggol Hawker Centre,0.87,3,Soo Teck,0.58,17,Soo Teck,0.58,19,2
180A RIVERVALE CRES,Sengkang Sculpture Park,1.52,1,Punggol Plaza,0.58,6,Horizon Primary School,1.11,5,One Punggol Hawker Centre,2.05,0,Rumbia,0.43,13,Rumbia,0.43,14,1
450B SENGKANG WEST WAY,Sengkang Riverside Park,1.62,1,The Seletar Mall,0.42,3,Sengkang Green Primary School,0.25,3,Fernvale Hawker Centre & Market,0.49,2,Thanggam,0.44,6,Thanggam,0.44,6,0
178D RIVERVALE CRES,Sengkang Sculpture Park,1.68,1,Punggol Plaza,0.63,5,Horizon Primary School,1.2,5,Buangkok Hawker Centre,2.17,0,Coral Edge,0.58,12,Coral Edge,0.58,13,1
448A SENGKANG WEST WAY,Sengkang Riverside Park,1.7,1,The Seletar Mall,0.39,3,Sengkang Green Primary School,0.25,3,Fernvale Hawker Centre & Market,0.48,2,Fernvale,0.5,6,Fernvale,0.5,6,0
430D FERNVALE LINK,Sengkang Riverside Park,1.1,1,The Seletar Mall,0.42,4,Fern Green Primary School,0.37,3,Fernvale Hawker Centre & Market,0.37,2,Layar,0.38,9,Layar,0.38,9,0
499A TAMPINES AVE 9,Tampines Eco Green,1.0,3,Tampines 1,1.26,8,Gongshang Primary School,0.77,4,Pasir Ris Central Hawker Centre,1.67,3,Tampines,0.78,2,Tampines,0.78,3,1
484 TAMPINES ST 43,Tampines Eco Green,0.54,3,Tampines 1,1.15,7,Gongshang Primary School,0.65,4,Pasir Ris Central Hawker Centre,1.28,2,Tampines,1.09,3,Pasir Ris East,1.05,4,1
887C WOODLANDS DR 50,Admiralty Park,1.87,1,Vista Point,0.71,7,Admiralty Primary School,0.85,2,Kampung Admiralty Hawker Centre,0.74,2,Woodlands South ,0.79,5,Woodlands South,0.79,4,0
838 WOODLANDS ST 82,Admiralty Park,1.43,3,Woodlands North Plaza,0.11,7,Admiralty Primary School,0.98,2,Kampung Admiralty Hawker Centre,1.08,3,Woodlands South ,0.82,6,Woodlands South,0.82,5,0
18 TIONG BAHRU RD,Pearl's Hill City Park,0.69,7,Tiong Bahru Plaza,0.57,14,River Valley Primary School,1.01,2,Tiong Bahru Market,0.08,19,Tiong Bahru,0.19,9,Tiong Bahru,0.19,9,0
