town,flat,flat_model,lease_commence_date,resale_price
CHOA CHU KANG,351 CHOA CHU KANG CTRL,Apartment,1993,622000
CLEMENTI,349 CLEMENTI AVE 2,New Generation,1978,488000
CLEMENTI,101 CLEMENTI ST 14,New Generation,1984,555000
GEYLANG,62 DAKOTA CRES,Model A-Maisonette,1984,1105000
HOUGANG,305 HOUGANG AVE 5,Model A,1983,398000
HOUGANG,806 HOUGANG CTRL,Simplified,1988,380000
HOUGANG,453 HOUGANG AVE 10,Model A,1992,515000
HOUGANG,573 HOUGANG ST 51,Model A,1997,530000
HOUGANG,548 HOUGANG ST 51,Model A,1992,530000
HOUGANG,102 HOUGANG AVE 1,Model A,1984,490000
JURONG WEST,947 JURONG WEST ST 91,Model A,1989,422000
JURONG WEST,834 JURONG WEST ST 81,Model A,1993,460000
JURONG WEST,829 JURONG WEST ST 81,Apartment,1993,688000
KALLANG/WHAMPOA,4C ST. GEORGE'S LANE,Improved,1996,890000
KALLANG/WHAMPOA,38 CAMBRIDGE RD,Improved,1997,728000
PASIR RIS,475 PASIR RIS DR 6,Model A,1990,590000
PASIR RIS,407 PASIR RIS DR 6,Model A,1990,538000
PASIR RIS,182 PASIR RIS ST 11,Improved,1993,656000
PASIR RIS,775 PASIR RIS ST 71,Model A,1996,565000
PASIR RIS,156 PASIR RIS ST 13,Apartment,1995,680000
PASIR RIS,503 PASIR RIS ST 52,Apartment,1993,830000
PASIR RIS,580 PASIR RIS ST 53,Apartment,1995,770000
QUEENSTOWN,3 DOVER RD,Improved,1975,385000
QUEENSTOWN,153 MEI LING ST,Improved,1970,310000
QUEENSTOWN,28A DOVER CRES,Model A,2012,760000
QUEENSTOWN,44 STIRLING RD,Terrace,1968,815000
SERANGOON,326 SERANGOON AVE 3,Simplified,1985,468000
TAMPINES,413 TAMPINES ST 41,Simplified,1986,385000
TAMPINES,334 TAMPINES ST 32,Apartment,1996,840000
TOA PAYOH,45 LOR 5 TOA PAYOH,Improved,1993,739000
WOODLANDS,668 WOODLANDS RING RD,Model A,2000,487000
WOODLANDS,117 MARSILING RISE,Apartment,1995,710000
YISHUN,133 YISHUN ST 11,New Generation,1984,360000
YISHUN,852 YISHUN ST 81,Model A,1988,425000
YISHUN,416 YISHUN AVE 11,Model A,1993,450000
YISHUN,702 YISHUN AVE 5,New Generation,1984,342000
YISHUN,846 YISHUN RING RD,Simplified,1993,410000
YISHUN,834 YISHUN ST 81,Maisonette,1988,756000
BEDOK,157 BEDOK STH AVE 3,Model A,1985,672000
BEDOK,643 BEDOK RESERVOIR RD,Apartment,1993,768000
BISHAN,151 BISHAN ST 11,Simplified,1989,420000
BISHAN,143 BISHAN ST 12,Model A,1988,568000
BUKIT BATOK,126 BT BATOK CTRL,New Generation,1985,422000
BUKIT BATOK,510 BT BATOK ST 52,Simplified,1986,445000
BUKIT MERAH,46 LENGKOK BAHRU,Model A,1984,650000
BUKIT PANJANG,417 FAJAR RD,Improved,1989,550000
BUKIT PANJANG,273 BANGKIT RD,Model A,1988,465000
CHOA CHU KANG,224 CHOA CHU KANG CTRL,Model A,1993,450000
CHOA CHU KANG,790 CHOA CHU KANG NTH 6,Model A,1996,565000
CHOA CHU KANG,515 CHOA CHU KANG ST 51,Improved,1995,640000
CLEMENTI,352 CLEMENTI AVE 2,New Generation,1978,398888
GEYLANG,331 UBI AVE 1,Maisonette,1986,630000
HOUGANG,692 HOUGANG ST 61,Simplified,1987,368888
HOUGANG,437 HOUGANG AVE 8,Improved,1991,550000
HOUGANG,424 HOUGANG AVE 6,Improved,1989,660000
JURONG EAST,307 JURONG EAST ST 32,Model A,1984,600000
JURONG WEST,431 JURONG WEST AVE 1,Model A,1985,455000
JURONG WEST,442 JURONG WEST AVE 1,Model A,1984,430000
JURONG WEST,822 JURONG WEST ST 81,Model A,1993,335000
JURONG WEST,861 JURONG WEST ST 81,Maisonette,1996,615000
KALLANG/WHAMPOA,5 ST. GEORGE'S LANE,New Generation,1981,390000
KALLANG/WHAMPOA,55 GEYLANG BAHRU,Standard,1974,570000
KALLANG/WHAMPOA,110 MCNAIR RD,Maisonette,1987,1020000
PASIR RIS,461 PASIR RIS DR 4,Model A,1992,725000
PASIR RIS,519 PASIR RIS ST 52,Improved,1993,680000
PUNGGOL,301C PUNGGOL CTRL,Premium Apartment,2010,686800
PUNGGOL,187 PUNGGOL CTRL,Premium Apartment,2004,650000
SENGKANG,271A SENGKANG CTRL,Premium Apartment,2010,705000
SERANGOON,504 SERANGOON NTH AVE 4,Improved,1992,697000
TAMPINES,822 TAMPINES ST 81,New Generation,1987,395000
TAMPINES,231 TAMPINES ST 21,New Generation,1985,492000
TAMPINES,863B TAMPINES ST 83,Model A,1988,415000
TAMPINES,120 SIMEI ST 1,Model A,1988,638000
TAMPINES,711 TAMPINES ST 71,Improved,1997,695000
TAMPINES,151 SIMEI ST 1,Improved,1988,622888
TOA PAYOH,243 KIM KEAT LINK,Improved,1989,575000
WOODLANDS,810 WOODLANDS ST 81,Model A,1995,510000
WOODLANDS,135 MARSILING RD,Apartment,1995,715000
YISHUN,811 YISHUN RING RD,Simplified,1987,353000
BEDOK,143 BEDOK RESERVOIR RD,Simplified,1987,395000
BEDOK,113 LENGKONG TIGA,Model A,1989,565000
BEDOK,130 BEDOK RESERVOIR RD,Maisonette,1987,850000
BISHAN,246 BISHAN ST 22,Model A,1992,520000
BUKIT BATOK,179 BT BATOK WEST AVE 8,New Generation,1985,460000
BUKIT BATOK,104 BT BATOK CTRL,Model A,1985,525000
BUKIT MERAH,46 TELOK BLANGAH DR,Improved,1976,356000
BUKIT MERAH,6 EVERTON PK,New Generation,1980,560000
BUKIT MERAH,113 BT PURMEI RD,Model A,1984,530000
BUKIT MERAH,124B BT MERAH VIEW,Model A,1996,750000
BUKIT MERAH,9 JLN RUMAH TINGGI,Model A,1984,870000
BUKIT PANJANG,432 BT PANJANG RING RD,Model A,1989,450000
BUKIT TIMAH,18 TOH YI DR,Simplified,1989,456000
CHOA CHU KANG,510 CHOA CHU KANG ST 51,Model A,1995,588000
GEYLANG,317 UBI AVE 1,Simplified,1985,510000
GEYLANG,92A PIPIT RD,Improved,1997,800000
HOUGANG,318 HOUGANG AVE 5,New Generation,1982,266000
HOUGANG,356 HOUGANG AVE 7,New Generation,1984,330000
HOUGANG,442 HOUGANG AVE 8,Model A,1990,370000
HOUGANG,547 HOUGANG ST 51,Model A,1992,635000
HOUGANG,440 HOUGANG AVE 8,Improved,1990,740000
HOUGANG,698C HOUGANG ST 52,Apartment,1999,820000
JURONG EAST,256 JURONG EAST ST 24,New Generation,1985,305000
JURONG EAST,227 JURONG EAST ST 21,Improved,1984,640000
JURONG EAST,212 JURONG EAST ST 21,Improved,1982,658000
JURONG WEST,703 JURONG WEST ST 71,Improved,1995,606000
JURONG WEST,746 JURONG WEST ST 73,Model A,1990,415000
JURONG WEST,461 JURONG WEST ST 41,New Generation,1985,510000
JURONG WEST,204 BOON LAY DR,Standard,1976,480888
KALLANG/WHAMPOA,59 JLN MA'MOR,Terrace,1972,790000
PASIR RIS,209 PASIR RIS ST 21,Apartment,1993,720000
PASIR RIS,203 PASIR RIS ST 21,Apartment,1993,750000
PASIR RIS,577 PASIR RIS ST 53,Model A,1995,745000
SENGKANG,183B RIVERVALE CRES,Model A,2003,480000
SENGKANG,203B COMPASSVALE RD,Improved,2001,510000
SENGKANG,250A COMPASSVALE ST,Apartment,2000,710000
SERANGOON,554 SERANGOON NTH AVE 3,Model A,1997,570000
TAMPINES,371 TAMPINES ST 34,Model A,1995,512000
TAMPINES,309 TAMPINES ST 32,Apartment,1993,868000
TOA PAYOH,209 TOA PAYOH NTH,Improved,1973,460000
WOODLANDS,150 WOODLANDS ST 13,New Generation,1986,440000
WOODLANDS,817 WOODLANDS ST 82,Apartment,1988,735000
WOODLANDS,829 WOODLANDS ST 83,Maisonette,1989,520000
WOODLANDS,830 WOODLANDS ST 83,Apartment,1994,830000
YISHUN,119 YISHUN RING RD,Simplified,1985,370000
YISHUN,656 YISHUN AVE 4,Simplified,1987,360000
BEDOK,109 BEDOK RESERVOIR RD,New Generation,1985,353000
BEDOK,8 BEDOK STH AVE 2,Improved,1976,416000
BEDOK,662 JLN DAMAI,Apartment,1996,810000
BISHAN,312 SHUNFU RD,Improved,1985,818000
BUKIT BATOK,626 BT BATOK CTRL,Improved,1997,765000
BUKIT MERAH,49 KIM PONG RD,Standard,1973,620000
BUKIT PANJANG,259 BT PANJANG RING RD,Model A,1989,410000
CHOA CHU KANG,273 CHOA CHU KANG AVE 2,Apartment,1993,650000
CLEMENTI,114 CLEMENTI ST 13,Model A-Maisonette,1984,1000000
GEYLANG,72 CIRCUIT RD,Standard,1969,243000
GEYLANG,28 BALAM RD,Model A,1997,705000
HOUGANG,434 HOUGANG AVE 8,Improved,1989,650000
JURONG WEST,477 JURONG WEST ST 41,Model A,1984,368000
JURONG WEST,961 JURONG WEST ST 92,Model A,1989,470888
JURONG WEST,920 JURONG WEST ST 92,Model A,1989,440000
JURONG WEST,261 BOON LAY DR,Improved,1995,550000
JURONG WEST,327 TAH CHING RD,Improved,1997,535888
JURONG WEST,912 JURONG WEST ST 91,Apartment,1988,655000
KALLANG/WHAMPOA,56 GEYLANG BAHRU,Standard,1974,600000
PASIR RIS,187 PASIR RIS ST 11,Model A,1993,700000
PASIR RIS,424 PASIR RIS DR 6,Maisonette,1989,680000
PASIR RIS,154 PASIR RIS ST 13,Apartment,1995,757000
QUEENSTOWN,18A HOLLAND DR,Model A,2012,828000
QUEENSTOWN,46 STIRLING RD,Terrace,1968,975000
SENGKANG,267B COMPASSVALE LINK,Premium Apartment,2006,590000
SENGKANG,134 RIVERVALE ST,Improved,1999,600000
SENGKANG,205A COMPASSVALE LANE,Maisonette,1999,890000
SERANGOON,407 SERANGOON AVE 1,Model A,1989,680000
TAMPINES,238 TAMPINES ST 21,New Generation,1984,450000
TAMPINES,394 TAMPINES AVE 7,Model A,1994,648000
TAMPINES,488B TAMPINES ST 45,Model A,1989,425000
TAMPINES,842F TAMPINES ST 82,Improved,1995,810100
TAMPINES,268 TAMPINES ST 21,Model A,1984,718000
TAMPINES,856E TAMPINES ST 82,Apartment,1995,920000
WOODLANDS,894A WOODLANDS DR 50,Improved,1996,590000
YISHUN,645 YISHUN ST 61,Apartment,1992,960000
YISHUN,821 YISHUN ST 81,Model A,1987,450000
ANG MO KIO,311 ANG MO KIO AVE 3,New Generation,1978,565000
BUKIT MERAH,124 BT MERAH LANE 1,New Generation,1979,380000
BUKIT MERAH,21 LIM LIAK ST,Standard,1973,648000
BUKIT PANJANG,423 FAJAR RD,Improved,1989,500000
CENTRAL AREA,233 BAIN ST,Improved,1980,751000
CHOA CHU KANG,426 CHOA CHU KANG AVE 4,Model A,1993,560000
CLEMENTI,516 WEST COAST RD,New Generation,1987,335000
HOUGANG,403 HOUGANG AVE 10,New Generation,1985,475000
HOUGANG,363 HOUGANG AVE 5,Improved,1992,695000
HOUGANG,622 HOUGANG AVE 8,Maisonette,1986,740000
JURONG WEST,519 JURONG WEST ST 52,Model A,1983,300000
JURONG WEST,828 JURONG WEST ST 81,Apartment,1993,675000
KALLANG/WHAMPOA,16 ST. GEORGE'S RD,New Generation,1984,370000
PASIR RIS,484 PASIR RIS DR 4,Model A,1992,500000
PASIR RIS,199 PASIR RIS ST 12,Improved,1993,660000
PASIR RIS,221 PASIR RIS ST 21,Apartment,1993,715000
PASIR RIS,543 PASIR RIS ST 51,Apartment,1992,880000
QUEENSTOWN,18D HOLLAND DR,Model A,2012,990000
SEMBAWANG,420 CANBERRA RD,Improved,2001,528000
SERANGOON,316 SERANGOON AVE 2,Maisonette,1984,842500
TAMPINES,945 TAMPINES AVE 4,Improved,1988,670000
TOA PAYOH,245 KIM KEAT LINK,Improved,1989,583000
WOODLANDS,655 WOODLANDS RING RD,Model A,1998,476000
YISHUN,305 YISHUN CTRL,Improved,1988,660000
BEDOK,714 BEDOK RESERVOIR RD,Improved,1980,652888
BEDOK,115 BEDOK RESERVOIR RD,Maisonette,1985,855000
BISHAN,242 BISHAN ST 22,Model A,1992,755000
BUKIT BATOK,624 BT BATOK CTRL,Model A,1997,600000
BUKIT MERAH,126 BT MERAH VIEW,Improved,1996,1160000
CENTRAL AREA,636 VEERASAMY RD,Model A,1985,460888
GEYLANG,125 ALJUNIED RD,Improved,1983,725000
GEYLANG,417 EUNOS RD 5,Model A-Maisonette,1984,880888
HOUGANG,426 HOUGANG AVE 6,Model A,1989,510000
HOUGANG,409 HOUGANG AVE 10,Improved,1985,638000
HOUGANG,427 HOUGANG AVE 6,Maisonette,1990,800000
HOUGANG,222 HOUGANG ST 21,Maisonette,1992,950000
JURONG WEST,427 JURONG WEST AVE 1,Model A,1985,565000
KALLANG/WHAMPOA,103 TOWNER RD,Model A,1983,610000
PASIR RIS,747 PASIR RIS ST 71,Model A,1996,549000
PUNGGOL,301B PUNGGOL CTRL,Premium Apartment,2010,602000
QUEENSTOWN,80 STRATHMORE AVE,Model A,1993,945000
SENGKANG,256 COMPASSVALE RD,Improved,2000,655000
TAMPINES,908 TAMPINES AVE 4,Model A,1983,570000
TAMPINES,942 TAMPINES AVE 5,Maisonette,1988,928888
TOA PAYOH,84B LOR 2 TOA PAYOH,Model A,1997,805000
WOODLANDS,140 MARSILING RD,New Generation,1985,287000
WOODLANDS,870 WOODLANDS ST 81,Model A,1996,562000
WOODLANDS,361 WOODLANDS AVE 5,Apartment,1996,720000
WOODLANDS,176 WOODLANDS ST 13,Apartment,1994,985000
YISHUN,878 YISHUN ST 81,Simplified,1988,290000
YISHUN,732 YISHUN AVE 5,New Generation,1984,398000
YISHUN,653 YISHUN AVE 4,Model A,1987,480000
ANG MO KIO,447 ANG MO KIO AVE 10,New Generation,1979,285000
BISHAN,104 BISHAN ST 12,Simplified,1985,515000
BISHAN,118 BISHAN ST 12,Simplified,1986,517000
BISHAN,404 SIN MING AVE,Maisonette,1986,980000
BUKIT BATOK,314 BT BATOK ST 32,Simplified,1986,278000
BUKIT BATOK,291C BT BATOK ST 24,Model A,1998,500000
BUKIT BATOK,344 BT BATOK ST 34,Maisonette,1986,795000
BUKIT MERAH,147 SILAT AVE,New Generation,1982,305000
BUKIT MERAH,23 LIM LIAK ST,Standard,1973,720000
BUKIT MERAH,117 BT MERAH CTRL,Improved,1977,670000
BUKIT MERAH,84 TELOK BLANGAH HTS,Improved,1997,750000
BUKIT PANJANG,127 PENDING RD,Simplified,1988,390000
BUKIT PANJANG,253 BANGKIT RD,Model A,1988,460000
BUKIT PANJANG,165 GANGSA RD,Model A,1998,620000
CLEMENTI,441B CLEMENTI AVE 3,Model A,2012,790000
GEYLANG,342 UBI AVE 1,Simplified,1985,338000
HOUGANG,625 HOUGANG AVE 8,Simplified,1986,375000
HOUGANG,666 HOUGANG AVE 4,Model A,1988,445000
HOUGANG,340 HOUGANG AVE 7,New Generation,1985,378000
HOUGANG,168 HOUGANG AVE 1,Model A,1997,548000
JURONG EAST,221 JURONG EAST ST 21,New Generation,1984,365000
JURONG EAST,262 JURONG EAST ST 24,New Generation,1983,409000
JURONG EAST,114 JURONG EAST ST 13,New Generation,1982,355000
JURONG WEST,418 JURONG WEST ST 42,Simplified,1985,252000
JURONG WEST,811 JURONG WEST ST 81,Improved,1993,570000
JURONG WEST,817 JURONG WEST ST 81,Improved,1993,585000
JURONG WEST,322 TAH CHING RD,Improved,1997,610000
KALLANG/WHAMPOA,17 ST. GEORGE'S RD,New Generation,1984,463000
KALLANG/WHAMPOA,682 RACE COURSE RD,Model A,1986,645000
KALLANG/WHAMPOA,41 JLN BAHAGIA,Terrace,1972,780000
PASIR RIS,456 PASIR RIS DR 4,Apartment,1992,735000
PASIR RIS,586 PASIR RIS ST 53,Apartment,1995,900000
PUNGGOL,303A PUNGGOL CTRL,Premium Apartment,2010,700000
SENGKANG,271C SENGKANG CTRL,Premium Apartment,2010,715000
SERANGOON,262 SERANGOON CTRL DR,Simplified,1988,381000
SERANGOON,253 SERANGOON CTRL DR,Simplified,1988,410000
TAMPINES,821 TAMPINES ST 81,New Generation,1987,420000
TAMPINES,201A TAMPINES ST 21,New Generation,1986,360000
TAMPINES,409 TAMPINES ST 41,Model A,1986,575000
TAMPINES,145 SIMEI ST 2,Improved,1988,700000
TAMPINES,498G TAMPINES ST 45,Premium Apartment,1997,680000
TAMPINES,936 TAMPINES AVE 5,Model A,1988,480000
TAMPINES,515A TAMPINES CTRL 7,DBSS,2008,660000
TAMPINES,515B TAMPINES CTRL 7,DBSS,2008,908000
TAMPINES,737 TAMPINES ST 72,Apartment,1997,810000
TAMPINES,518C TAMPINES CTRL 7,DBSS,2008,865000
TAMPINES,515C TAMPINES CTRL 7,DBSS,2008,785000
TAMPINES,515D TAMPINES CTRL 7,DBSS,2008,880000
TAMPINES,230J TAMPINES ST 21,Apartment,1993,740000
TOA PAYOH,44 LOR 5 TOA PAYOH,Improved,1993,770000
WOODLANDS,306 WOODLANDS ST 31,Model A,1993,505000
WOODLANDS,175 WOODLANDS ST 13,Model A,1993,640000
YISHUN,654 YISHUN AVE 4,Simplified,1992,375000
YISHUN,807 YISHUN RING RD,Simplified,1986,360000
ANG MO KIO,705 ANG MO KIO AVE 8,New Generation,1981,370000
ANG MO KIO,104A ANG MO KIO ST 11,Apartment,1996,1138000
BEDOK,764 BEDOK RESERVOIR VIEW,Premium Apartment,2000,555000
BEDOK,112 LENGKONG TIGA,Model A,1989,725000
BISHAN,112 BISHAN ST 12,Simplified,1985,625000
BUKIT BATOK,524 BT BATOK ST 52,Maisonette,1987,820000
BUKIT MERAH,43 LENGKOK BAHRU,Simplified,1986,530000
BUKIT MERAH,6 KIM TIAN RD,Model A,1995,835000
BUKIT PANJANG,212 PETIR RD,Model A,1988,340000
CLEMENTI,325 CLEMENTI AVE 5,New Generation,1978,485000
HOUGANG,6 HOUGANG AVE 3,Improved,1975,298000
HOUGANG,944 HOUGANG ST 92,Improved,1998,565000
HOUGANG,418 HOUGANG AVE 8,Model A,1989,610000
HOUGANG,465 UPP SERANGOON RD,Improved,1992,700388
JURONG EAST,415 PANDAN GDNS,Improved,1982,325000
JURONG EAST,219A JURONG EAST ST 21,Improved,1985,718000
JURONG WEST,820 JURONG WEST ST 81,Improved,1993,498000
JURONG WEST,673B JURONG WEST ST 65,Improved,2002,600000
PASIR RIS,756 PASIR RIS ST 71,Improved,1996,628000
PUNGGOL,175B PUNGGOL FIELD,Improved,2003,570000
PUNGGOL,303C PUNGGOL CTRL,Premium Apartment,2010,512888
QUEENSTOWN,83 STRATHMORE AVE,Improved,1997,905000
QUEENSTOWN,14 DOVER CL EAST,Standard,1978,875000
QUEENSTOWN,18C HOLLAND DR,Improved,2012,1250000
SERANGOON,317 SERANGOON AVE 2,Apartment,1985,1010000
TAMPINES,158 SIMEI RD,Model A,1989,525000
TAMPINES,518B TAMPINES CTRL 7,DBSS,2008,890000
TAMPINES,518A TAMPINES CTRL 7,DBSS,2008,925000
TOA PAYOH,21 JOO SENG RD,Maisonette,1988,838000
YISHUN,796A YISHUN RING RD,Simplified,1986,385000
BUKIT BATOK,147 BT BATOK WEST AVE 6,New Generation,1984,415000
BUKIT BATOK,639 BT BATOK CTRL,Improved,1989,770000
BUKIT MERAH,20 JLN KLINIK,Standard,1971,340000
BUKIT MERAH,127 BT MERAH LANE 1,New Generation,1979,380000
BUKIT MERAH,19 LIM LIAK ST,Standard,1973,588000
BUKIT MERAH,2 DELTA AVE,Improved,1985,920000
BUKIT PANJANG,245 BT PANJANG RING RD,Model A,1988,338000
BUKIT TIMAH,2 TOH YI DR,Maisonette,1988,1200000
CHOA CHU KANG,562 CHOA CHU KANG ST 52,Improved,1995,598000
CHOA CHU KANG,282 CHOA CHU KANG AVE 3,Apartment,1992,723888
CLEMENTI,380 CLEMENTI AVE 5,New Generation,1980,473000
CLEMENTI,104 CLEMENTI ST 14,Maisonette,1984,1030000
GEYLANG,21 HAIG RD,New Generation,1981,445000
JURONG EAST,265 TOH GUAN RD,Improved,1998,650000
JURONG WEST,439 JURONG WEST AVE 1,Model A,1984,443000
JURONG WEST,986C JURONG WEST ST 93,Premium Apartment,2008,577000
PASIR RIS,235 PASIR RIS ST 21,Apartment,1993,730000
QUEENSTOWN,18B HOLLAND DR,Model A,2012,845000
TAMPINES,372 TAMPINES ST 34,Improved,1995,660000
TAMPINES,928 TAMPINES ST 91,Model A,1984,485000
TAMPINES,518D TAMPINES CTRL 7,DBSS,2008,820000
TAMPINES,325 TAMPINES ST 32,Apartment,1995,730000
TAMPINES,941 TAMPINES AVE 5,Maisonette,1988,950000
TAMPINES,147 SIMEI ST 2,Maisonette,1988,705000
BEDOK,624 BEDOK RESERVOIR RD,New Generation,1981,320000
BEDOK,657 JLN TENAGA,Model A,1996,608888
BUKIT PANJANG,121 PENDING RD,Improved,1987,600000
BUKIT PANJANG,145 PETIR RD,Model A,1988,438888
BUKIT PANJANG,433 BT PANJANG RING RD,Maisonette,1988,580000
BUKIT PANJANG,426 FAJAR RD,Maisonette,1989,560000
CHOA CHU KANG,429 CHOA CHU KANG AVE 4,Improved,1993,615000
CLEMENTI,110 CLEMENTI ST 13,Maisonette,1984,954000
GEYLANG,321 UBI AVE 1,Simplified,1985,298000
GEYLANG,41 CIRCUIT RD,Improved,1996,780000
HOUGANG,836 HOUGANG CTRL,Model A,1997,638000
HOUGANG,230 HOUGANG AVE 1,Model A-Maisonette,1984,818888
JURONG EAST,259 JURONG EAST ST 24,New Generation,1982,358000
JURONG WEST,711 JURONG WEST ST 71,Model A,1991,438000
KALLANG/WHAMPOA,48 JLN BAHAGIA,Terrace,1972,783000
PASIR RIS,538 PASIR RIS ST 51,Apartment,1992,855000
SEMBAWANG,488 ADMIRALTY LINK,Model A,2010,500000
SERANGOON,102 SERANGOON NTH AVE 1,New Generation,1984,518000
TAMPINES,931 TAMPINES ST 91,Model A,1984,525000
TAMPINES,939 TAMPINES AVE 5,Model A,1988,680000
TAMPINES,230F TAMPINES ST 24,Apartment,1993,840000
TOA PAYOH,132 POTONG PASIR AVE 1,Maisonette,1984,950000
WOODLANDS,143 MARSILING RD,New Generation,1985,315000
BEDOK,64 NEW UPP CHANGI RD,New Generation,1978,490000
BISHAN,217 BISHAN ST 23,Model A,1992,911880
BUKIT BATOK,424 BT BATOK WEST AVE 2,Simplified,1987,282000
BUKIT BATOK,237 BT BATOK EAST AVE 5,New Generation,1985,250000
BUKIT BATOK,187 BT BATOK WEST AVE 6,Model A,1989,540000
BUKIT BATOK,101 BT BATOK WEST AVE 6,Model A,1985,758000
BUKIT BATOK,122 BT BATOK CTRL,Maisonette,1985,820000
CHOA CHU KANG,281 CHOA CHU KANG AVE 3,Model A,1992,430000
CHOA CHU KANG,278 CHOA CHU KANG AVE 3,Model A,1992,482888
CHOA CHU KANG,701 CHOA CHU KANG ST 53,Model A,1995,508000
GEYLANG,325 UBI AVE 1,Simplified,1985,315000
GEYLANG,844 SIMS AVE,Simplified,1985,572000
HOUGANG,361 HOUGANG AVE 5,Model A,1992,525000
HOUGANG,654 HOUGANG AVE 8,Maisonette,1987,670000
JURONG WEST,494 JURONG WEST ST 41,Simplified,1986,375000
JURONG WEST,611 JURONG WEST ST 65,Premium Apartment,2001,525000
KALLANG/WHAMPOA,108 JLN RAJAH,Maisonette,1984,1050000
KALLANG/WHAMPOA,60 JLN BAHAGIA,Terrace,1972,958000
MARINE PARADE,15 MARINE TER,Improved,1975,230000
PASIR RIS,582 PASIR RIS ST 53,Apartment,1995,865000
SEMBAWANG,489 ADMIRALTY LINK,Model A,2010,518888
SEMBAWANG,490 ADMIRALTY LINK,Model A,2010,500000
SENGKANG,206D COMPASSVALE LANE,Improved,1999,570000
SENGKANG,268B COMPASSVALE LINK,Premium Apartment,2006,643000
SENGKANG,438A SENGKANG WEST AVE,Model A,2011,590000
SERANGOON,505 SERANGOON NTH AVE 4,Improved,1992,738000
TAMPINES,801 TAMPINES AVE 4,New Generation,1984,400000
ANG MO KIO,453 ANG MO KIO AVE 10,New Generation,1979,344800
ANG MO KIO,450 ANG MO KIO AVE 10,New Generation,1979,440000
BEDOK,551 BEDOK NTH AVE 1,New Generation,1980,350000
BEDOK,27 CHAI CHEE RD,Improved,1993,720000
BISHAN,120 BISHAN ST 12,Simplified,1986,538000
BUKIT PANJANG,135 CASHEW RD,Maisonette,1988,928000
CHOA CHU KANG,513 CHOA CHU KANG ST 51,Improved,1995,565000
HOUGANG,120 HOUGANG AVE 1,Improved-Maisonette,1983,850000
HOUGANG,443 HOUGANG AVE 8,Improved,1990,530000
JURONG EAST,263 JURONG EAST ST 24,New Generation,1983,450000
JURONG WEST,358 YUNG AN RD,Improved,1995,600000
QUEENSTOWN,61C STRATHMORE AVE,Model A,2011,640000
QUEENSTOWN,62A STRATHMORE AVE,Model A,2011,895000
SEMBAWANG,487 ADMIRALTY LINK,Model A,2010,495000
SENGKANG,439A SENGKANG WEST AVE,Model A,2011,555000
SENGKANG,438B SENGKANG WEST AVE,Model A,2011,525000
TAMPINES,320 TAMPINES ST 33,Model A,1995,545000
TAMPINES,221 SIMEI ST 4,Model A,1988,458000
TAMPINES,382 TAMPINES ST 32,Improved,1993,646000
TOA PAYOH,19 JOO SENG RD,Improved,1988,675000
YISHUN,281 YISHUN ST 22,Maisonette,1985,685000
BISHAN,303 SHUNFU RD,Improved,1985,886000
BUKIT PANJANG,133A CASHEW RD,Maisonette,1989,750000
CHOA CHU KANG,765 CHOA CHU KANG NTH 5,Improved,1996,415000
CHOA CHU KANG,754 CHOA CHU KANG NTH 5,Apartment,1995,745000
JURONG WEST,818 JURONG WEST ST 81,Model A,1993,545000
QUEENSTOWN,57 STIRLING RD,Terrace,1968,775000
QUEENSTOWN,61A STRATHMORE AVE,Model A,2011,660000
SERANGOON,315 SERANGOON AVE 2,New Generation,1985,583000
SERANGOON,503 SERANGOON NTH AVE 4,Model A,1992,408888
TAMPINES,476 TAMPINES ST 44,Apartment,1993,855000
TOA PAYOH,97 LOR 3 TOA PAYOH,Model A,1993,1008000
YISHUN,645A YISHUN ST 61,Simplified,1992,275000
YISHUN,836 YISHUN ST 81,Apartment,1988,780000
ANG MO KIO,710 ANG MO KIO AVE 8,Improved,1980,668888
BEDOK,62 CHAI CHEE RD,Model A,1983,483888
BUKIT BATOK,255 BT BATOK EAST AVE 4,New Generation,1985,345000
BUKIT MERAH,27 LIM LIAK ST,Standard,1973,630000
BUKIT MERAH,87 REDHILL CL,Improved,1995,912000
CHOA CHU KANG,350 CHOA CHU KANG CTRL,Maisonette,1993,578000
GEYLANG,23 EUNOS CRES,Standard,1977,620000
GEYLANG,43A SIMS DR,Improved,1989,730000
JURONG WEST,501 JURONG WEST ST 51,Model A,1986,265000
KALLANG/WHAMPOA,804 KING GEORGE'S AVE,Improved,1981,404000
KALLANG/WHAMPOA,43 JLN BAHAGIA,Terrace,1972,930000
PASIR RIS,705 PASIR RIS DR 10,Model A,1996,540000
PASIR RIS,206 PASIR RIS ST 21,Apartment,1993,630000
PASIR RIS,471 PASIR RIS DR 6,Maisonette,1989,685000
PASIR RIS,123 PASIR RIS ST 11,Maisonette,1988,578888
PUNGGOL,302A PUNGGOL PL,Premium Apartment,2011,585000
QUEENSTOWN,62B STRATHMORE AVE,Model A,2011,537500
SENGKANG,439B SENGKANG WEST AVE,Model A,2011,465000
SENGKANG,123 RIVERVALE DR,Improved,1999,583000
SERANGOON,318 SERANGOON AVE 2,Maisonette,1985,945000
WOODLANDS,343 WOODLANDS AVE 1,Simplified,1989,420000
YISHUN,795A YISHUN RING RD,Simplified,1986,348000
BISHAN,165 BISHAN ST 13,Improved,1988,980000
BUKIT MERAH,115 BT MERAH CTRL,Improved,1977,715000
