town,flat,flat_model,lease_commence_date,resale_price
BUKIT PANJANG,116 PENDING RD,Model A,1987,393000
BUKIT PANJANG,149 PETIR RD,Model A,1988,460000
BUKIT PANJANG,407 FAJAR RD,Simplified,1989,418000
BUKIT PANJANG,509 JELAPANG RD,Model A2,1998,460000
BUKIT PANJANG,450 BT PANJANG RING RD,Model A,1997,470000
BUKIT PANJANG,507 JELAPANG RD,Improved,1998,585000
BUKIT PANJANG,480 SEGAR RD,Premium Apartment,2002,450000
BUKIT PANJANG,449 BT PANJANG RING RD,Model A,1997,443000
BUKIT PANJANG,438 FAJAR RD,Model A,1989,480000
BUKIT PANJANG,525 JELAPANG RD,Model A,1998,462000
BUKIT PANJANG,243 BT PANJANG RING RD,Improved,1988,625000
BUKIT PANJANG,504 JELAPANG RD,Model A,1998,488000
BUKIT PANJANG,174 LOMPANG RD,Model A,1997,620000
BUKIT PANJANG,453 FAJAR RD,Apartment,1997,670000
BUKIT PANJANG,129 PENDING RD,Apartment,1987,760000
BUKIT PANJANG,152 GANGSA RD,Improved,1998,598888
BUKIT PANJANG,527 JELAPANG RD,Model A,1998,470000
BUKIT PANJANG,183 JELEBU RD,Premium Apartment,2003,685000
BUKIT TIMAH,19 TOH YI DR,Simplified,1988,755000
BUKIT TIMAH,17 TOH YI DR,Improved,1988,1050000
CENTRAL AREA,10 JLN KUKOH,Improved,1971,310000
CENTRAL AREA,1 TG PAGAR PLAZA,Improved,1977,495000
CENTRAL AREA,538 UPP CROSS ST,Improved,1978,465000
CHOA CHU KANG,11 TECK WHYE LANE,New Generation,1978,415000
CHOA CHU KANG,15 TECK WHYE LANE,New Generation,1979,410000
CHOA CHU KANG,442 CHOA CHU KANG AVE 4,Model A2,1997,448888
CHOA CHU KANG,670 CHOA CHU KANG CRES,Premium Apartment,1999,460000
CHOA CHU KANG,123 TECK WHYE LANE,Model A,1989,495000
CHOA CHU KANG,279 CHOA CHU KANG AVE 3,Model A,1992,325000
CHOA CHU KANG,238 CHOA CHU KANG CTRL,Model A,1990,440000
CHOA CHU KANG,291 CHOA CHU KANG AVE 3,Model A,1993,528000
CHOA CHU KANG,456 CHOA CHU KANG AVE 4,Premium Apartment,2000,478000
CHOA CHU KANG,612 CHOA CHU KANG ST 62,Model A,1996,625000
CHOA CHU KANG,506 CHOA CHU KANG ST 51,Model A,1994,460000
CHOA CHU KANG,132 CHOA CHU KANG AVE 1,Model A,1993,478000
CHOA CHU KANG,549 CHOA CHU KANG ST 52,Improved,1995,550000
CHOA CHU KANG,502 CHOA CHU KANG ST 51,Improved,1995,540000
CHOA CHU KANG,771 CHOA CHU KANG ST 54,Model A,1996,490000
CHOA CHU KANG,656 CHOA CHU KANG CRES,Premium Apartment,1999,580000
CHOA CHU KANG,706 CHOA CHU KANG ST 53,Model A,1995,490000
CHOA CHU KANG,566 CHOA CHU KANG ST 52,Improved,1995,638000
CHOA CHU KANG,634 CHOA CHU KANG NTH 6,Premium Apartment,1998,565000
CHOA CHU KANG,755 CHOA CHU KANG NTH 5,Apartment,1995,650000
CHOA CHU KANG,163 JLN TECK WHYE,Apartment,1998,738000
CHOA CHU KANG,207 CHOA CHU KANG CTRL,Maisonette,1989,780000
CHOA CHU KANG,120 TECK WHYE LANE,Maisonette,1989,710000
CHOA CHU KANG,643 CHOA CHU KANG ST 64,Premium Apartment,1998,695000
CHOA CHU KANG,764 CHOA CHU KANG NTH 5,Maisonette,1996,798000
CHOA CHU KANG,556 CHOA CHU KANG NTH 6,Apartment,1996,665000
CHOA CHU KANG,601 CHOA CHU KANG ST 62,Maisonette,1996,800000
CLEMENTI,109 CLEMENTI ST 11,New Generation,1984,410000
CLEMENTI,303 CLEMENTI AVE 4,New Generation,1979,328000
CLEMENTI,367 CLEMENTI AVE 2,Model A,2003,488000
CLEMENTI,507 WEST COAST DR,New Generation,1978,370000
CLEMENTI,202 CLEMENTI AVE 6,New Generation,1985,570888
CLEMENTI,317 CLEMENTI AVE 4,New Generation,1979,615000
CLEMENTI,455 CLEMENTI AVE 3,Model A,2002,808000
CLEMENTI,723 CLEMENTI WEST ST 2,Improved,1981,745000
CLEMENTI,462 CLEMENTI AVE 3,Model A,2006,780000
GEYLANG,96 ALJUNIED CRES,Improved,1979,230000
GEYLANG,81 MACPHERSON LANE,Standard,1968,228000
GEYLANG,50 CIRCUIT RD,Standard,1969,285000
GEYLANG,350 UBI AVE 1,Simplified,1985,490000
GEYLANG,32 BALAM RD,Standard,1973,305000
GEYLANG,17 EUNOS CRES,Improved,1977,320000
GEYLANG,98 ALJUNIED CRES,Improved,1975,365000
GEYLANG,121 PAYA LEBAR WAY,New Generation,1980,508000
GEYLANG,34 CASSIA CRES,New Generation,1981,451000
GEYLANG,320 UBI AVE 1,Simplified,1985,471000
GEYLANG,43 SIMS DR,Model A,1990,615000
GEYLANG,2 HAIG RD,New Generation,1976,580000
GEYLANG,105 ALJUNIED CRES,Improved,1979,720000
GEYLANG,110 ALJUNIED CRES,Improved,1980,700000
GEYLANG,131 GEYLANG EAST AVE 1,Maisonette,1987,853000
GEYLANG,43 JLN TIGA,Model A,2005,715000
HOUGANG,321 HOUGANG AVE 5,New Generation,1983,365000
HOUGANG,401 HOUGANG AVE 10,New Generation,1985,400000
HOUGANG,18 HOUGANG AVE 3,New Generation,1978,410000
HOUGANG,328 HOUGANG AVE 5,New Generation,1983,473888
HOUGANG,516 HOUGANG AVE 10,Simplified,1986,525000
HOUGANG,556 HOUGANG ST 51,Model A,1992,480000
HOUGANG,504 HOUGANG AVE 8,Simplified,1987,500000
HOUGANG,929 HOUGANG ST 91,Model A,1998,588000
HOUGANG,980B BUANGKOK CRES,Improved,2003,500000
HOUGANG,462 HOUGANG AVE 10,Model A,1992,645000
HOUGANG,976 HOUGANG ST 91,Model A,1999,530000
HOUGANG,161 HOUGANG ST 11,Model A,1997,593000
HOUGANG,555 HOUGANG ST 51,Model A,1992,535000
HOUGANG,699C HOUGANG ST 52,Model A,1998,581888
HOUGANG,432 HOUGANG AVE 6,Improved,1989,690000
HOUGANG,534 HOUGANG ST 52,Model A,1992,536000
HOUGANG,239 HOUGANG ST 22,Model A,1984,538000
HOUGANG,956 HOUGANG ST 91,Improved,1999,628000
HOUGANG,962 HOUGANG AVE 9,Improved,1999,638888
HOUGANG,310 HOUGANG AVE 5,Improved,1984,580000
HOUGANG,979A BUANGKOK CRES,Improved,2003,525000
HOUGANG,912 HOUGANG ST 91,Model A,1997,510000
HOUGANG,931 HOUGANG ST 91,Improved,1998,568000
HOUGANG,955 HOUGANG AVE 9,Improved,1999,630000
HOUGANG,928 HOUGANG ST 91,Model A,1998,515000
HOUGANG,649 HOUGANG AVE 8,Improved,1987,650000
HOUGANG,353 HOUGANG AVE 7,Maisonette,1984,660888
HOUGANG,312 HOUGANG AVE 5,Improved-Maisonette,1983,808000
HOUGANG,522 HOUGANG AVE 6,Maisonette,1987,925000
HOUGANG,559 HOUGANG ST 51,Apartment,1992,810000
JURONG EAST,236 JURONG EAST ST 21,New Generation,1982,433000
JURONG EAST,283 TOH GUAN RD,Model A2,1998,510000
JURONG EAST,271 TOH GUAN RD,Improved,1999,675000
JURONG EAST,204 JURONG EAST ST 21,New Generation,1983,560000
JURONG EAST,328 JURONG EAST ST 31,Model A,1984,570000
JURONG EAST,277 TOH GUAN RD,Improved,1998,680000
JURONG EAST,340 JURONG EAST AVE 1,Model A-Maisonette,1984,718000
JURONG EAST,111 JURONG EAST ST 13,Improved,1981,698000
JURONG EAST,51 TEBAN GDNS RD,Apartment,1986,740000
JURONG EAST,285D TOH GUAN RD,Apartment,1998,780000
JURONG WEST,212 BOON LAY PL,Improved,1974,285000
JURONG WEST,213 BOON LAY PL,Improved,1974,298000
JURONG WEST,916 JURONG WEST ST 91,Model A,1988,375000
JURONG WEST,474 JURONG WEST ST 41,Model A,1984,368000
JURONG WEST,454 JURONG WEST ST 42,Model A,1985,425000
JURONG WEST,462 JURONG WEST ST 41,Model A,1984,385000
JURONG WEST,524 JURONG WEST ST 52,New Generation,1982,405000
JURONG WEST,520 JURONG WEST ST 52,Model A,1984,387000
JURONG WEST,933 JURONG WEST ST 91,Improved,1988,545000
JURONG WEST,517 JURONG WEST ST 52,Model A,1983,303000
JURONG WEST,727 JURONG WEST AVE 5,Model A,1989,460000
JURONG WEST,542 JURONG WEST AVE 1,Model A,1984,470000
JURONG WEST,449 JURONG WEST ST 42,Model A,1985,480000
JURONG WEST,433 JURONG WEST ST 42,Model A,1985,500000
JURONG WEST,844 JURONG WEST ST 81,Model A,1996,446000
JURONG WEST,979 JURONG WEST ST 93,Improved,1989,440000
JURONG WEST,473 JURONG WEST ST 41,New Generation,1984,365000
JURONG WEST,851 JURONG WEST ST 81,Model A,1996,445000
JURONG WEST,932 JURONG WEST ST 92,Improved,1988,535000
JURONG WEST,550 JURONG WEST ST 42,Model A,1985,475000
JURONG WEST,655A JURONG WEST ST 61,Model A2,2002,478000
JURONG WEST,720 JURONG WEST AVE 5,Improved,1989,508888
JURONG WEST,651A JURONG WEST ST 61,Model A,2002,518000
JURONG WEST,749 JURONG WEST ST 73,Improved,1990,560000
JURONG WEST,716 JURONG WEST ST 71,Model A,1991,485000
JURONG WEST,478 JURONG WEST ST 41,New Generation,1985,472000
JURONG WEST,945 JURONG WEST ST 91,Model A,1989,390000
JURONG WEST,272C JURONG WEST ST 24,Premium Apartment,2003,480000
JURONG WEST,554 JURONG WEST ST 42,Model A,1984,475000
JURONG WEST,747 JURONG WEST ST 73,Model A,1993,458888
JURONG WEST,181 YUNG SHENG RD,Improved,2001,590000
JURONG WEST,865 JURONG WEST ST 81,Improved,1996,530000
JURONG WEST,909 JURONG WEST ST 91,Model A,1989,426000
JURONG WEST,682C JURONG WEST CTRL 1,Premium Apartment,2000,500000
JURONG WEST,402 JURONG WEST ST 42,Model A,1984,515000
JURONG WEST,680C JURONG WEST CTRL 1,Premium Apartment,2000,512000
JURONG WEST,443 JURONG WEST AVE 1,Model A,1985,561000
JURONG WEST,177 YUNG SHENG RD,Model A,2001,458000
JURONG WEST,679C JURONG WEST CTRL 1,Premium Apartment,2000,518000
JURONG WEST,182 YUNG SHENG RD,Improved,2001,530000
JURONG WEST,202 BOON LAY DR,Standard,1976,407000
JURONG WEST,846 JURONG WEST ST 81,Improved,1996,515000
JURONG WEST,837 JURONG WEST ST 81,Model A,1993,461000
JURONG WEST,404 JURONG WEST ST 42,Model A,1984,580000
JURONG WEST,923 JURONG WEST ST 92,Model A,1989,410000
JURONG WEST,648D JURONG WEST ST 61,Improved,2001,588000
JURONG WEST,678D JURONG WEST ST 64,Premium Apartment,2008,552000
JURONG WEST,559 JURONG WEST ST 42,Model A-Maisonette,1985,618000
JURONG WEST,426 JURONG WEST AVE 1,Model A,1985,580000
JURONG WEST,757 JURONG WEST ST 74,Model A,1996,470000
JURONG WEST,552 JURONG WEST ST 42,Model A,1984,483000
JURONG WEST,667A JURONG WEST ST 65,Improved,2000,555000
JURONG WEST,906 JURONG WEST ST 91,Apartment,1989,595000
JURONG WEST,678C JURONG WEST ST 64,Premium Apartment,2008,490000
JURONG WEST,602 JURONG WEST ST 62,Premium Apartment,2001,480000
JURONG WEST,676B JURONG WEST ST 64,Premium Apartment,2008,470000
JURONG WEST,659B JURONG WEST ST 65,Model A,2001,480000
JURONG WEST,647 JURONG WEST ST 61,Model A,1998,472000
JURONG WEST,831 JURONG WEST ST 81,Apartment,1993,700000
JURONG WEST,685C JURONG WEST CTRL 1,Premium Apartment,2000,656000
JURONG WEST,115 HO CHING RD,Apartment,1999,710000
JURONG WEST,986A JURONG WEST ST 93,Premium Apartment,2008,520000
JURONG WEST,989D JURONG WEST ST 93,Premium Apartment,2008,577500
JURONG WEST,470 JURONG WEST ST 41,Maisonette,1985,728000
KALLANG/WHAMPOA,9 JLN BATU,Standard,1970,355000
KALLANG/WHAMPOA,124 MCNAIR RD,Simplified,1987,400000
KALLANG/WHAMPOA,462 CRAWFORD LANE,Improved,1981,410000
KALLANG/WHAMPOA,122 MCNAIR RD,Simplified,1987,602000
KALLANG/WHAMPOA,18 ST. GEORGE'S RD,New Generation,1984,541000
KALLANG/WHAMPOA,123 MCNAIR RD,Simplified,1987,385000
KALLANG/WHAMPOA,105 TOWNER RD,Model A,1984,968000
KALLANG/WHAMPOA,101 AH HOOD RD,Improved,1981,590000
KALLANG/WHAMPOA,13 ST. GEORGE'S RD,Improved,1985,775000
KALLANG/WHAMPOA,61 JLN TENTERAM,Terrace,1972,1100000
MARINE PARADE,45 MARINE CRES,Improved,1975,570000
MARINE PARADE,54 MARINE TER,Improved,1975,575000
MARINE PARADE,63 MARINE DR,Improved,1976,640000
MARINE PARADE,77 MARINE DR,Standard,1977,860000
PASIR RIS,1 CHANGI VILLAGE RD,Improved,1980,315000
PASIR RIS,633 PASIR RIS DR 3,Model A,1995,565000
PASIR RIS,149 PASIR RIS ST 13,Improved,1995,625000
PASIR RIS,144 PASIR RIS ST 11,Model A,1994,480000
PASIR RIS,725 PASIR RIS ST 72,Improved,1996,675000
PASIR RIS,477 PASIR RIS DR 6,Model A,1989,530000
PASIR RIS,256 PASIR RIS ST 21,Model A,1993,470000
PASIR RIS,776 PASIR RIS ST 71,Improved,1996,680000
PASIR RIS,481 PASIR RIS DR 4,Model A,1992,528000
PASIR RIS,473 PASIR RIS DR 6,Model A,1989,560000
PASIR RIS,195 PASIR RIS ST 12,Improved,1993,638000
PASIR RIS,478 PASIR RIS DR 4,Model A,1992,510000
PASIR RIS,419 PASIR RIS DR 6,Model A,1989,550000
PASIR RIS,570 PASIR RIS ST 53,Improved,1995,683000
PASIR RIS,114 PASIR RIS ST 11,Model A,1989,525000
PASIR RIS,709 PASIR RIS DR 10,Improved,1996,695000
PASIR RIS,246 PASIR RIS ST 21,Apartment,1993,745000
PASIR RIS,737 PASIR RIS DR 10,Improved,1996,640000
PASIR RIS,231 PASIR RIS DR 4,Model A,1993,535000
PASIR RIS,150 PASIR RIS ST 13,Model A,1995,520000
PASIR RIS,240 PASIR RIS ST 21,Apartment,1993,748000
PASIR RIS,514 PASIR RIS ST 52,Improved,1993,605000
PASIR RIS,763 PASIR RIS ST 71,Improved,1996,640000
PASIR RIS,643 PASIR RIS DR 10,Apartment,1995,855000
PASIR RIS,239 PASIR RIS ST 21,Apartment,1993,660000
PASIR RIS,717 PASIR RIS ST 72,Apartment,1996,785000
PASIR RIS,460 PASIR RIS DR 4,Apartment,1992,820000
PASIR RIS,648 PASIR RIS DR 10,Apartment,1995,700000
PASIR RIS,447 PASIR RIS DR 6,Maisonette,1989,780000
PASIR RIS,408 PASIR RIS DR 6,Maisonette,1990,880000
PASIR RIS,583 PASIR RIS ST 53,Apartment,1995,878000
PUNGGOL,174C EDGEDALE PLAINS,Improved,2004,608000
PUNGGOL,199A PUNGGOL FIELD,Model A,2003,488000
PUNGGOL,167D PUNGGOL EAST,Premium Apartment,2009,502500
PUNGGOL,199C PUNGGOL FIELD,Improved,2003,560000
PUNGGOL,167C PUNGGOL EAST,Premium Apartment,2009,545000
PUNGGOL,195B PUNGGOL RD,Premium Apartment,2007,505000
PUNGGOL,195A PUNGGOL RD,Premium Apartment,2007,540000
PUNGGOL,103B EDGEFIELD PLAINS,Improved,2003,520000
PUNGGOL,197A PUNGGOL FIELD,Improved,2003,575000
PUNGGOL,638B PUNGGOL DR,Premium Apartment,2005,550000
PUNGGOL,172C EDGEDALE PLAINS,Improved,2004,590000
PUNGGOL,204B PUNGGOL FIELD,Improved,2004,600000
QUEENSTOWN,63 C'WEALTH DR,Standard,1969,263000
QUEENSTOWN,42 TANGLIN HALT RD,Standard,1973,333000
QUEENSTOWN,90 C'WEALTH DR,Standard,1967,355000
QUEENSTOWN,43 HOLLAND DR,Improved,1975,412000
QUEENSTOWN,2 DOVER RD,Improved,1975,380000
QUEENSTOWN,81 STRATHMORE AVE,Model A,1993,968000
QUEENSTOWN,130 CLARENCE LANE,Model A,1996,840000
QUEENSTOWN,149 MEI LING ST,Apartment,1995,1260000
SEMBAWANG,479 SEMBAWANG DR,Model A2,2000,473000
SEMBAWANG,508B WELLINGTON CIRCLE,Model A,2004,500000
SEMBAWANG,314 SEMBAWANG DR,Model A2,1999,484000
SEMBAWANG,335 SEMBAWANG CL,Improved,1999,590000
SEMBAWANG,466A SEMBAWANG DR,Premium Apartment,2006,470000
SEMBAWANG,352B CANBERRA RD,Improved,2001,638888
SEMBAWANG,507B WELLINGTON CIRCLE,Improved,2001,538000
SEMBAWANG,306 CANBERRA RD,Model A,1998,489000
SEMBAWANG,503C CANBERRA LINK,Improved,2001,560000
SEMBAWANG,588A MONTREAL DR,Improved,2002,565000
SEMBAWANG,350B CANBERRA RD,Model A,2001,490888
SEMBAWANG,504A MONTREAL DR,Apartment,2001,730888
SEMBAWANG,329 SEMBAWANG CL,Improved,1999,608000
SEMBAWANG,310 CANBERRA RD,Maisonette,1998,786000
SENGKANG,152 RIVERVALE CRES,Model A,2005,492000
SENGKANG,296A COMPASSVALE CRES,Improved,2002,520000
SENGKANG,157D RIVERVALE CRES,Premium Apartment,2003,570000
SENGKANG,258A COMPASSVALE RD,Improved,2001,652000
SENGKANG,148 RIVERVALE CRES,Improved,1999,610000
SENGKANG,183C RIVERVALE CRES,Improved,2003,540000
SENGKANG,226A COMPASSVALE WALK,Model A,1999,530000
SENGKANG,436D FERNVALE RD,Model A,2010,550000
SENGKANG,292B COMPASSVALE ST,Model A,2002,500000
SENGKANG,229 COMPASSVALE WALK,Improved,1999,628000
SENGKANG,253 COMPASSVALE ST,Improved,2000,483000
SENGKANG,290B COMPASSVALE CRES,Improved,2001,600000
SENGKANG,145 RIVERVALE DR,Improved,1999,570000
SENGKANG,307A ANCHORVALE RD,Improved,2001,530000
SENGKANG,269A COMPASSVALE LINK,Premium Apartment,2006,710000
SENGKANG,296C COMPASSVALE CRES,Improved,2002,575000
SENGKANG,200D SENGKANG EAST RD,Improved,2001,595000
SENGKANG,122 SENGKANG EAST WAY,Improved,2000,590000
SENGKANG,319B ANCHORVALE DR,Model A,2002,517000
SENGKANG,101 RIVERVALE WALK,Improved,1999,615000
SENGKANG,224C COMPASSVALE WALK,Improved,1999,650000
SENGKANG,258B COMPASSVALE RD,Improved,2001,655000
SENGKANG,261D SENGKANG EAST WAY,Improved,2001,638000
SENGKANG,264D COMPASSVALE BOW,Premium Apartment,2008,648000
SENGKANG,122C SENGKANG EAST WAY,Apartment,2000,733888
SENGKANG,204D COMPASSVALE DR,Apartment,2001,768000
SENGKANG,250C COMPASSVALE ST,Apartment,2000,643000
SENGKANG,273A COMPASSVALE LINK,Premium Apartment,2009,733500
SENGKANG,320C ANCHORVALE DR,Apartment,2002,565000
SERANGOON,151 SERANGOON NTH AVE 2,Simplified,1986,355000
SERANGOON,122 SERANGOON NTH AVE 1,New Generation,1985,350000
SERANGOON,2 LOR LEW LIAN,Improved,1983,426000
SERANGOON,218 SERANGOON AVE 4,New Generation,1985,390000
SERANGOON,261 SERANGOON CTRL DR,Simplified,1988,400000
SERANGOON,112 SERANGOON NTH AVE 1,New Generation,1984,355000
SERANGOON,207 SERANGOON CTRL,Simplified,1986,620888
SERANGOON,524 SERANGOON NTH AVE 4,Model A,1992,458888
SERANGOON,538 SERANGOON NTH AVE 4,Improved,1992,660000
SERANGOON,532 SERANGOON NTH AVE 4,Improved,1992,678888
SERANGOON,208 SERANGOON CTRL,Improved,1985,695000
SERANGOON,236 SERANGOON AVE 3,Simplified,1985,585000
SERANGOON,140 SERANGOON NTH AVE 2,Model A,1989,508000
SERANGOON,136 SERANGOON NTH AVE 2,Model A,1989,472000
SERANGOON,402 SERANGOON AVE 1,New Generation,1989,633888
SERANGOON,421 SERANGOON CTRL,Improved,1989,875000
SERANGOON,508 SERANGOON NTH AVE 4,Model A,1997,550000
SERANGOON,240 SERANGOON AVE 2,Model A,1985,770000
SERANGOON,328 SERANGOON AVE 3,Model A,1986,770000
SERANGOON,418 SERANGOON CTRL,Maisonette,1989,1100000
TAMPINES,417 TAMPINES ST 41,Improved,1985,356000
TAMPINES,132 SIMEI ST 1,Simplified,1988,365000
TAMPINES,213 TAMPINES ST 23,Model A,1985,538000
TAMPINES,295 TAMPINES ST 22,Model A,1984,545000
TAMPINES,217 TAMPINES ST 23,New Generation,1986,400000
TAMPINES,914 TAMPINES ST 91,Model A,1984,395000
TAMPINES,807 TAMPINES AVE 4,Model A,1984,440000
TAMPINES,459 TAMPINES ST 42,Simplified,1987,460888
TAMPINES,462 TAMPINES ST 44,Simplified,1987,385000
TAMPINES,124 SIMEI ST 1,Improved,1988,650000
TAMPINES,861 TAMPINES AVE 5,Model A,1988,570000
TAMPINES,401 TAMPINES ST 41,Improved,1985,690000
TAMPINES,463 TAMPINES ST 44,Model A,1986,506000
TAMPINES,898 TAMPINES ST 81,Model A,1988,400000
TAMPINES,888A TAMPINES ST 81,Model A,1989,565000
TAMPINES,281 TAMPINES ST 22,Model A,1984,370000
TAMPINES,355 TAMPINES ST 33,Improved,1996,690000
TAMPINES,142 SIMEI ST 2,Improved,1988,670000
TAMPINES,105 TAMPINES ST 11,Model A,1982,425000
TAMPINES,902 TAMPINES AVE 4,Model A,1984,560000
TAMPINES,166 TAMPINES ST 12,Model A,1984,595000
TAMPINES,879 TAMPINES AVE 8,Model A,1988,440000
TAMPINES,496D TAMPINES AVE 9,Improved,1993,668000
TAMPINES,234 SIMEI ST 4,Model A,1988,598000
TAMPINES,351 TAMPINES ST 33,Improved,1996,590000
TAMPINES,925 TAMPINES ST 91,Model A,1983,580000
TAMPINES,306 TAMPINES ST 32,Model A,1993,740000
TAMPINES,387 TAMPINES ST 32,Improved,1993,530000
TAMPINES,886 TAMPINES ST 83,Improved,1988,585000
TAMPINES,733 TAMPINES ST 71,Model A,1997,545000
TAMPINES,298 TAMPINES ST 22,Improved,1985,615000
TAMPINES,491F TAMPINES ST 45,Improved,1993,628000
TAMPINES,225 SIMEI ST 4,Model A,1988,450000
TAMPINES,386 TAMPINES ST 32,Improved,1993,690000
TAMPINES,230 TAMPINES ST 24,Improved,1985,540000
TAMPINES,496F TAMPINES AVE 9,Improved,1993,598000
TAMPINES,842C TAMPINES ST 82,Improved,1995,850000
TAMPINES,329 TAMPINES ST 32,Apartment,1995,825000
TAMPINES,497A TAMPINES ST 45,Premium Apartment,1996,750000
TAMPINES,940 TAMPINES AVE 5,Maisonette,1989,918000
TAMPINES,324 TAMPINES ST 32,Apartment,1995,800000
TAMPINES,245 SIMEI ST 5,Improved,1997,790888
TAMPINES,497F TAMPINES ST 45,Premium Apartment,1996,815000
TOA PAYOH,5 UPP ALJUNIED LANE,Standard,1968,302000
TOA PAYOH,23 TOA PAYOH EAST,Improved,1970,330000
TOA PAYOH,124 LOR 1 TOA PAYOH,Improved,1970,368000
TOA PAYOH,111 LOR 1 TOA PAYOH,Improved,1970,400000
TOA PAYOH,118 LOR 1 TOA PAYOH,Improved,1968,388000
TOA PAYOH,103 POTONG PASIR AVE 1,Model A,1984,485000
TOA PAYOH,101 POTONG PASIR AVE 1,Model A,1984,475000
TOA PAYOH,98 LOR 1 TOA PAYOH,Improved,1970,325000
TOA PAYOH,251 KIM KEAT LINK,Improved,1988,790000
TOA PAYOH,143 POTONG PASIR AVE 2,Model A,1984,495000
TOA PAYOH,141 POTONG PASIR AVE 3,Model A,1984,585000
TOA PAYOH,238 LOR 1 TOA PAYOH,Improved,1986,815000
TOA PAYOH,239 LOR 1 TOA PAYOH,Improved,1986,808000
TOA PAYOH,10 JOO SENG RD,Improved,1983,625000
TOA PAYOH,249 KIM KEAT LINK,Model A,1988,618888
TOA PAYOH,11 LOR 8 TOA PAYOH,Model A,1998,646000
TOA PAYOH,36 LOR 5 TOA PAYOH,Improved,1997,928888
TOA PAYOH,215 LOR 8 TOA PAYOH,Standard,1975,635000
TOA PAYOH,223 LOR 8 TOA PAYOH,Standard,1976,608000
TOA PAYOH,37 LOR 5 TOA PAYOH,Improved,1997,900000
TOA PAYOH,6 LOR 7 TOA PAYOH,Improved,1998,798888
TOA PAYOH,80A LOR 4 TOA PAYOH,Model A,1997,815000
WOODLANDS,146 WOODLANDS ST 13,New Generation,1985,485000
WOODLANDS,27 MARSILING DR,New Generation,1977,400000
WOODLANDS,127 MARSILING RISE,New Generation,1985,415000
WOODLANDS,786E WOODLANDS DR 60,Model A2,1997,449000
WOODLANDS,831 WOODLANDS ST 83,Improved,1990,590000
WOODLANDS,556 WOODLANDS DR 53,Improved,1999,530000
WOODLANDS,172 WOODLANDS ST 13,New Generation,1985,423000
WOODLANDS,542 WOODLANDS DR 16,Model A,2000,530000
WOODLANDS,551 WOODLANDS DR 44,Improved,2000,540000
WOODLANDS,644 WOODLANDS RING RD,Model A,1998,507000
WOODLANDS,649 WOODLANDS RING RD,Improved,1998,628000
WOODLANDS,741 WOODLANDS CIRCLE,Improved,1997,568000
WOODLANDS,611 WOODLANDS RING RD,Model A,1998,491000
WOODLANDS,634 WOODLANDS RING RD,Improved,1999,575000
WOODLANDS,836 WOODLANDS ST 83,Model A,1996,646000
WOODLANDS,724 WOODLANDS AVE 6,Model A,1997,505000
WOODLANDS,878 WOODLANDS AVE 9,Improved,1996,603000
WOODLANDS,753 WOODLANDS CIRCLE,Model A,1997,485000
WOODLANDS,766 WOODLANDS CIRCLE,Improved,2003,558000
WOODLANDS,682B WOODLANDS DR 62,Premium Apartment,2000,465000
WOODLANDS,681B WOODLANDS DR 62,Premium Apartment,2000,525000
WOODLANDS,875 WOODLANDS ST 82,Model A,1996,470000
WOODLANDS,745 WOODLANDS CIRCLE,Improved,1998,550000
WOODLANDS,715 WOODLANDS DR 70,Improved,1997,580000
WOODLANDS,425 WOODLANDS ST 41,Improved,1997,590000
WOODLANDS,859 WOODLANDS ST 83,Improved,1996,600000
WOODLANDS,690C WOODLANDS DR 75,Premium Apartment,2004,560000
WOODLANDS,685B WOODLANDS DR 73,Premium Apartment,2002,588000
WOODLANDS,882 WOODLANDS ST 82,Model A,1996,453000
WOODLANDS,680 WOODLANDS AVE 6,Model A,1998,488000
WOODLANDS,363 WOODLANDS AVE 5,Model A,1996,560000
WOODLANDS,827 WOODLANDS ST 81,Maisonette,1996,845000
WOODLANDS,637 WOODLANDS RING RD,Maisonette,1999,790000
WOODLANDS,868 WOODLANDS ST 83,Apartment,1996,745000
WOODLANDS,128 MARSILING RISE,Apartment,1995,878000
WOODLANDS,362 WOODLANDS AVE 5,Apartment,1996,735000
WOODLANDS,412 WOODLANDS ST 41,Apartment,1995,955000
YISHUN,267 YISHUN ST 22,Simplified,1985,340000
YISHUN,773 YISHUN AVE 3,Simplified,1987,465000
YISHUN,129 YISHUN ST 11,New Generation,1984,442000
YISHUN,394 YISHUN AVE 6,Model A,1989,485000
YISHUN,725 YISHUN ST 71,Simplified,1987,460000
YISHUN,402 YISHUN RING RD,Model A,1989,480000
YISHUN,144 YISHUN ST 11,New Generation,1984,453000
YISHUN,615 YISHUN RING RD,Model A,1988,367000
YISHUN,131 YISHUN ST 11,Model A,1985,355000
YISHUN,157 YISHUN ST 11,New Generation,1985,385000
YISHUN,266 YISHUN ST 22,Model A,1987,380000
YISHUN,743 YISHUN AVE 5,New Generation,1984,475000
YISHUN,744 YISHUN ST 72,New Generation,1984,272000
YISHUN,106 YISHUN RING RD,New Generation,1978,345000
YISHUN,726 YISHUN ST 71,Simplified,1985,390000
